load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	wait_ms	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.61	0.95	0.91	4	2	2	30000.0	60038	0	147234	1572	0	0	0	0	73617	786	0	0	0	0
0.27	0.76	0.84	9	6	6	30000.0	60003	0	489216	4877	0	0	0	0	182231	1821	0	0	0	0
0.04	0.53	0.75	16	12	12	30000.0	60010	0	1066542	9893	0	2	0	0	353348	3283	0	0	0	0
0.07	0.42	0.68	25	20	20	30000.0	60005	0	1967800	16836	0	2	0	0	611934	5241	0	0	0	0
0.07	0.34	0.62	36	30	30	30000.0	60004	0	3246113	25527	0	8	0	0	968927	7624	0	0	0	0
0.13	0.29	0.58	49	42	42	30000.0	60003	1	5141195	37132	0	4	0	0	1492850	10776	0	0	0	0
0.05	0.22	0.52	64	56	56	30000.0	60002	1	7692916	50449	0	2	0	0	2189645	14349	0	0	0	0
0.20	0.25	0.49	81	72	72	30000.0	60002	1	11123583	66849	0	4	0	0	3115434	18704	0	0	0	0
0.54	0.41	0.53	100	90	90	30000.0	60001	1	15592619	86346	0	16	0	0	4317581	23887	0	0	0	0
