load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.11	0.52	0.57	4	2	2	60038	0	278724	1377	0	0	0	0	139362	1873	0	0	0	0
0.07	0.34	0.49	9	6	6	60017	0	1759574	3574	0	0	0	0	656134	6493	0	0	0	0
0.04	0.21	0.41	16	12	12	60010	0	5898756	7322	0	0	0	0	1960626	15155	0	0	0	0
0.10	0.17	0.36	25	20	20	60006	1	15159712	14651	0	0	0	0	4716674	31891	0	0	0	0
0.24	0.18	0.33	36	30	30	60004	1	31541050	23126	0	0	0	0	9421104	54444	0	0	0	0
0.42	0.29	0.35	49	42	42	60002	2	58531044	34606	0	0	0	0	17011236	86392	0	0	0	0
0.61	0.42	0.39	64	56	56	60002	1	98846918	47129	0	0	0	0	28154914	124747	0	0	0	0
0.32	0.45	0.41	81	72	72	60002	2	157738130	63339	0	0	0	0	44223010	173575	0	0	0	0
1.06	0.72	0.53	100	90	90	60001	2	237482826	82144	0	0	0	0	65768276	233036	0	0	0	0
