load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.56	0.33	0.32	4	2	2	60039	0	139736	618	0	0	0	0	69868	309	0	0	0	0
1.07	0.57	0.41	9	6	6	60016	0	567943	2239	0	0	0	0	198161	793	0	0	0	0
1.09	0.76	0.52	16	12	12	60009	0	1831605	5634	0	0	0	0	565286	1783	0	0	0	0
0.69	0.69	0.53	25	20	20	60006	0	4397239	10976	0	0	0	0	1266551	3245	0	0	0	0
0.55	0.68	0.56	36	30	30	60004	0	9158273	18989	0	0	0	0	2533593	5408	0	0	0	0
0.36	0.70	0.60	49	42	42	60003	1	17668429	35166	0	0	0	0	4774103	9812	0	0	0	0
1.16	0.71	0.61	64	56	56	60002	1	30327166	51259	0	0	0	0	8026805	13938	0	0	0	0
0.79	0.97	0.76	81	72	72	60002	1	50115437	81675	0	0	0	0	13128141	22023	0	0	0	0
0.59	0.89	0.78	100	90	90	60001	1	77532609	120037	0	0	0	0	20144811	31903	0	0	0	0
