load_avg1	load_avg5	load_avg15	node_count	packets_send	packets_received	wait_ms	duration_ms	rtt_avg_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns
0.95	0.84	0.62	4	2	2	30000.0	60038	0	122522	588	0	0	0	0	61261	294	0	0	0	0
1.63	1.09	0.74	9	6	6	30000.0	60016	0	518997	2166	0	0	0	0	185650	786	0	0	0	0
1.55	1.19	0.81	16	12	12	30000.0	60009	0	1412583	4671	0	4	0	0	438699	1484	0	0	0	0
1.50	1.30	0.89	25	20	20	30000.0	60005	0	3358803	9358	0	0	0	0	980793	2799	0	0	0	0
1.58	1.39	0.97	36	30	30	30000.0	60004	0	6859665	15448	0	4	0	0	1930326	4455	0	0	0	0
1.11	1.33	1.00	49	42	42	30000.0	60002	0	13433561	26910	0	6	0	0	3718667	7594	0	0	0	0
1.17	1.29	1.02	64	56	56	30000.0	60002	1	23956800	43650	0	2	0	0	6582948	12158	0	0	0	0
1.07	1.33	1.07	81	72	72	30000.0	60001	0	35935261	61412	0	2	0	0	9577976	16696	0	0	0	0
1.10	1.29	1.09	100	90	90	30000.0	60001	1	56577350	92434	0	12	0	0	14937460	24805	0	0	0	0
