node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1608	10434	3306082	18501	0	0	0	0	1620446	8634	0	0	0	0	49	49	0.16940816326530608	1.45	149.73	290.98
100	2182	21027	24502302	93541	0	0	0	0	12113921	44039	0	0	0	0	99	99	0.3234444444444445	0.43	19.49	149.02
150	2982	31591	80301926	255400	0	0	0	0	39753378	120644	0	0	0	0	149	149	0.6537046979865776	0.88	4.23	69.6
200	3384	42178	186011300	522003	0	0	0	0	92606909	249841	0	0	0	0	199	199	0.8912010050251259	1.47	3.83	34.41
250	3985	52753	246317020	708885	0	0	0	0	122324876	341062	0	0	0	0	249	249	1.6093493975903617	1.91	4.58	18.38
300	4838	63301	228822554	758756	0	0	0	0	113196095	364781	0	257	0	0	299	299	2.1266120401337805	1.74	5.57	13.04
350	5337	73949	216629585	843951	0	0	0	0	106504811	402834	0	1613	0	0	349	349	3.734272206303726	1.36	7.38	13.04
400	6325	84636	206627304	918949	0	0	0	0	100971933	439178	0	5023	0	0	399	399	3.7305714285714253	1.99	9.72	15.54
450	7086	95468	213912183	1070180	0	0	0	0	101464401	497357	0	6969	0	0	449	449	6.019104677060132	2.77	9.21	19.2
500	7532	106548	219326512	1166887	0	1	0	0	101861597	533326	0	21325	0	0	499	499	5.59769338677355	2.63	6.74	12.03
550	9409	117694	246833632	1303811	0	0	0	0	114041989	588907	0	26838	0	0	549	547	11.105285191956133	5.34	9.0	12.29
600	10581	129586	278479431	1489723	0	37	0	0	126156784	658955	0	28520	0	0	599	587	13.313667802385009	4.39	11.22	14.43
650	13243	140666	302352337	1565655	0	57	0	0	136506975	688359	0	39049	0	0	649	638	12.888150470219433	6.41	28.61	38.46
700	15289	153126	345277068	1744179	0	12	0	0	157187319	766133	0	38195	0	0	699	637	18.99124332810047	7.52	17.93	24.91
750	16820	165875	383754913	1883660	0	5	0	0	175132057	827171	0	32619	0	0	749	642	18.49919626168226	6.26	22.14	28.44
800	26060	177518	416486597	1884519	0	0	0	0	188779215	814400	0	38407	0	0	799	746	20.845272117962466	8.73	51.77	86.66
850	46965	189483	481673674	2128004	0	0	0	0	215587117	895173	0	32649	0	0	849	792	21.997199494949502	7.5	31.08	45.48
900	46511	201671	536708979	2304986	0	8	0	0	243181657	984502	0	38010	0	0	899	734	24.895667574931874	9.43	31.51	40.31
950	56543	213225	603421044	2484991	0	0	0	0	272859237	1046640	0	30725	0	0	949	707	29.20066053748232	9.02	81.37	146.68
1000	59630	224199	521317767	1268477	0	0	0	0	251232038	592364	0	0	0	0	999	999	0.7574054054054047	13.98	53.92	85.79
1050	61021	234701	603283249	1474549	0	0	0	0	289364704	680660	0	0	0	0	1049	1049	0.7336749285033362	10.8	47.68	69.67
1100	67949	245316	698388066	1763383	0	0	0	0	334355307	810903	0	0	0	0	1099	1099	0.7619135577797989	9.03	51.47	66.01
1150	76906	255779	799322847	2061634	0	0	0	0	384801687	964098	0	0	0	0	1149	1149	0.684937336814622	11.33	56.46	69.24
1200	86573	267791	926111858	2461081	0	0	0	0	444355329	1145425	0	0	0	0	1199	1199	0.7384270225187665	14.59	64.04	74.6
1250	100191	283723	1074270903	2846644	0	0	0	0	516035592	1342404	0	0	0	0	1249	1249	0.7254443554843878	22.27	75.08	85.26
1300	173789	395307	3535097536	7558312	0	0	0	0	1599314783	3436951	0	0	0	0	1299	1299	0.8726928406466514	142.09	168.24	145.22
1350	181538	402661	5055832415	10491533	0	0	0	0	2124467259	4475911	0	0	0	0	1349	1349	0.9268295033358032	109.5	132.13	140.03
1400	195544	419140	5226305249	10883277	0	0	0	0	2129218207	4538162	0	0	0	0	1399	1399	0.9604624731951379	104.48	106.94	114.99
1450	190697	411906	4096862043	8771058	0	0	0	0	1671288327	3683706	0	0	0	0	1449	1432	0.9774650837988826	70.92	82.7	89.41
1500	209977	374422	4123617333	8658317	0	0	0	0	1724037534	3677423	0	0	0	0	1499	1375	0.6811403636363645	35.01	51.41	69.74
1550	222642	381101	1246714524	3383740	0	0	0	0	492565938	1464688	0	0	0	0	1549	624	0.69433173076923	45.27	56.89	68.69
