node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1593	11011	3270528	19744	0	0	0	0	1662923	10049	0	0	0	0	49	31	0.40383870967741925	0.78	100.45	276.7
100	2182	21604	14032439	70803	0	0	0	0	7065689	35708	0	0	0	0	99	31	0.6673548387096775	0.25	12.77	140.7
