node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1588	10206	5335776	31151	0	0	0	0	1549632	9034	0	0	0	0	48	48	0.3119166666666666	0.86	4.6	51.86
64	1764	13388	11267505	57114	0	0	0	0	3212924	16264	0	0	0	0	63	63	0.42955555555555563	0.34	1.28	27.43
81	1966	16973	22502867	99822	0	0	0	0	6330084	28087	0	0	0	0	80	80	0.5534375	0.32	1.2	14.46
100	2169	20991	41447435	164045	0	0	0	0	11494859	45478	0	0	0	0	99	99	0.7951616161616161	0.93	3.96	9.37
121	2416	25425	73735171	259469	0	0	0	0	20256523	71299	0	0	0	0	120	120	1.123608333333333	0.88	5.11	7.41
144	2904	30295	122935034	397725	0	0	0	0	33483241	108338	0	0	0	0	143	143	1.5917552447552445	0.84	3.28	5.62
169	3001	35584	175834079	548526	0	0	0	0	47556024	148462	0	0	0	0	168	168	2.188232142857145	1.32	3.41	4.99
196	3327	41300	163425423	590719	0	0	0	0	43945209	159012	0	0	0	0	195	195	3.4622564102564115	1.47	5.25	7.08
225	3685	47386	153772783	648100	0	0	0	0	41194000	174094	0	0	0	0	224	214	5.602822429906546	2.81	6.09	7.94
256	4056	54559	145497744	716658	0	0	0	0	39115177	193170	0	1372	0	0	255	213	7.9416666666666655	1.77	5.12	7.17
289	4879	60958	35458244	178092	0	0	0	0	9417908	47334	0	0	0	0	288	288	0.615621527777778	6.98	14.47	13.34
324	5314	68441	47131936	221725	0	0	0	0	12489745	58915	0	0	0	0	323	323	0.7460588235294121	10.75	13.97	12.44
361	6154	76310	61700111	272331	0	0	0	0	16284363	71975	0	0	0	0	360	360	0.7852777777777774	13.54	19.08	15.27
400	6792	84654	80249010	331557	0	0	0	0	21105497	87263	0	0	0	0	399	399	0.8187894736842108	17.7	25.03	19.07
441	7735	93524	103336285	402674	0	0	0	0	27133904	105899	0	0	0	0	440	440	0.9196818181818176	21.39	30.39	23.17
484	8747	105822	137579619	497370	0	0	0	0	36026240	130423	0	0	0	0	483	483	0.9562877846790885	23.9	38.96	29.17
529	10258	124731	386223483	1041316	0	0	0	0	100475418	271921	0	0	0	0	528	528	0.9391723484848483	40.86	64.9	44.63
576	11274	141236	948421612	2250283	0	0	0	0	247346160	586650	0	0	0	0	575	575	1.020408695652175	64.16	91.48	61.44
625	14426	153806	1749774355	3958894	0	0	0	0	452950848	1025781	0	0	0	0	624	623	0.9748587479935782	126.45	136.47	87.33
676	25676	169006	2762184048	6138787	0	0	0	0	714121035	1586709	0	0	0	0	675	672	1.0249479166666662	240.48	197.08	122.1
729	42805	187223	3378861724	7427299	0	0	0	0	874077961	1921384	0	0	0	0	728	716	1.1785614525139674	296.03	237.07	151.1
784	58561	206788	3864921871	8319422	0	0	0	0	999070612	2151591	0	0	0	0	783	738	1.152617886178863	371.99	303.06	193.87
841	80005	227046	4341292444	9302956	0	0	0	0	1121174508	2402822	0	0	0	0	840	780	1.3470076923076935	435.19	359.8	237.16
900	56923	264727	5113006859	10872558	0	0	0	0	1316015500	2799469	0	0	0	0	899	751	1.4629627163781636	550.82	562.76	431.99
961	79432	294218	5502827050	11628678	0	0	0	0	1417797916	3002351	0	0	0	0	960	679	1.4022326951399104	669.6	544.1	432.68
1024	80772	324259	6260531907	13174788	0	0	0	0	1610428494	3392057	0	0	0	0	1023	573	1.2848411867364737	783.25	623.84	460.11
