node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34111	200	200	0.20111500000000018
50	68222	200	200	0.17051000000000005
50	102319	200	200	0.16621999999999987
50	136416	200	200	0.16632000000000008
50	170526	200	200	0.17820499999999984
50	204625	200	200	0.17121000000000008
50	238719	200	200	0.1690200000000001
50	272814	200	200	0.16868
50	306904	200	200	0.1712900000000001
50	340999	200	200	0.200485
50	375091	200	200	0.14655499999999996
50	409176	200	200	0.18030000000000007
50	443284	200	200	0.17641500000000007
50	477395	200	200	0.17995999999999993
50	511480	200	200	0.18480999999999997
50	545593	200	200	0.17476999999999998
50	579705	200	200	0.17180499999999996
50	613793	200	200	0.18697000000000003
50	647880	200	200	0.16353500000000007
50	681990	200	200	0.16578499999999996
50	716099	200	200	0.17906500000000006
50	750197	200	200	0.20495499999999997
50	784297	200	200	0.16917000000000001
50	818408	200	200	0.165065
50	852495	200	200	0.163215
50	886579	200	200	0.18427999999999997
50	920675	200	200	0.17504499999999998
50	954776	200	200	0.16765000000000005
50	988866	200	200	0.171405
50	1022952	200	200	0.1892049999999999
