node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	14079	200	199	6.263989949748747
50	29148	200	57	3.629035087719299
50	44219	200	115	4.761121739130436
50	59276	200	101	4.170584158415839
50	74345	200	77	5.196181818181817
50	89413	200	86	4.707999999999999
50	104483	200	35	4.359
50	119545	200	85	4.931423529411767
50	135079	200	61	6.033225806451614
50	150134	200	97	5.412030927835051
50	165291	200	130	3.7845230769230787
50	180354	200	51	4.455960784313725
50	195427	200	28	3.1320357142857147
50	210494	200	108	6.239259259259256
50	225566	200	25	3.8004
50	240637	200	76	4.943078947368422
50	255705	200	35	4.651085714285714
50	270776	200	44	6.162795454545456
50	285844	200	49	5.561000000000001
50	300916	200	45	5.097577777777777
50	315981	200	96	6.305937499999999
50	331052	200	43	5.799023255813955
50	346095	200	73	4.605671232876712
50	361170	200	24	3.601166666666666
50	376211	200	96	5.535708333333335
50	391154	200	184	6.316103260869565
50	406226	200	60	4.558883333333332
50	421302	200	46	5.779065217391305
50	436374	200	55	4.0718000000000005
50	451163	200	184	5.747195652173916
