node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15083	200	11	0.24516666666666667
50	30166	200	98	0.18999009900990113
50	45174	200	138	0.1808992805755395
50	60242	200	115	0.18034482758620674
50	75289	200	136	0.20256521739130431
50	90372	200	141	0.1967588652482271
50	105490	200	67	0.1670588235294117
50	121249	200	107	0.16613761467889918
50	136333	200	83	0.1531927710843374
50	151528	200	104	0.1925809523809525
50	166607	200	96	0.14110204081632652
50	181681	200	114	0.22781355932203387
50	196759	200	70	0.18448611111111105
50	212228	200	141	0.19541958041958038
50	227306	200	115	0.19462608695652175
50	242387	200	115	0.18163793103448259
50	257479	200	138	0.21523741007194244
50	272500	200	78	0.16372151898734177
50	287542	200	128	0.20364062500000005
50	302889	200	87	0.15706818181818186
50	317961	200	117	0.18789830508474584
50	333048	200	75	0.16798666666666673
50	348116	200	143	0.2163426573426574
50	363275	200	84	0.18525581395348836
50	378338	200	120	0.19424800000000014
50	393400	200	95	0.20493684210526314
50	408423	200	127	0.1851923076923076
50	423439	200	129	0.18712403100775205
50	438523	200	159	0.20338364779874216
50	453589	200	122	0.19665853658536592
