node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34627	200	197	0.8400406091370558
50	68737	200	200	0.8022850000000001
50	102823	200	200	0.7129350000000001
50	136914	200	200	0.7194750000000003
50	171024	200	200	0.8248300000000005
50	205135	200	200	0.7069899999999997
50	239231	200	200	0.8069600000000002
50	273320	200	200	0.7653400000000002
50	307430	200	200	0.8248449999999995
50	341523	200	200	0.9348450000000003
50	375619	200	200	0.566705
50	409709	200	200	0.8167550000000002
50	443797	200	200	0.7617499999999998
50	477884	200	200	0.73347
50	511979	200	200	0.818765000000001
50	546075	200	200	0.7357600000000001
50	580168	200	200	0.6987799999999996
50	614263	200	200	0.8125199999999994
50	648354	200	200	0.6455799999999999
50	682455	200	200	0.657615
50	716539	200	200	0.7793549999999999
50	750949	200	197	0.9408375634517769
50	785039	200	200	0.7093449999999997
50	819150	200	200	0.7531649999999996
50	853260	200	200	0.6846899999999999
50	887352	200	200	0.7901149999999997
50	921439	200	200	0.6742650000000002
50	955552	200	200	0.7436050000000001
50	989662	200	200	0.6434800000000002
50	1023774	200	200	0.8522100000000009
