node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34097	200	200	0.20668499999999995
50	68196	200	200	0.17578000000000002
50	102286	200	200	0.18267499999999992
50	136385	200	200	0.1719550000000001
50	170469	200	200	0.19279
50	204566	200	200	0.19558500000000006
50	238664	200	200	0.18174500000000005
50	272776	200	200	0.17596499999999998
50	306865	200	200	0.17684
50	340961	200	200	0.16186499999999998
50	375058	200	200	0.17819999999999997
50	409151	200	200	0.17064999999999997
50	443247	200	200	0.17177500000000007
50	477343	200	200	0.1650599999999999
50	511440	200	200	0.12804000000000004
50	545527	200	200	0.12724000000000002
50	579639	200	200	0.12776500000000005
50	613739	200	200	0.1755650000000001
50	647834	200	200	0.16072000000000003
50	681927	200	200	0.18822499999999998
50	716016	200	200	0.17697000000000007
50	750106	200	200	0.1734
50	784195	200	200	0.18338499999999988
50	818294	200	200	0.19064500000000006
50	852386	200	200	0.19049500000000003
50	886486	200	200	0.1840500000000002
50	920584	200	200	0.18683499999999995
50	954684	200	200	0.185415
50	988776	200	200	0.18740500000000004
50	1022863	200	200	0.1840699999999999
