node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	35051	200	170	0.8795588235294113
50	69133	200	200	0.844585
50	103218	200	200	0.8242650000000001
50	137314	200	200	0.7453949999999998
50	171411	200	200	0.8113799999999992
50	206270	200	189	0.8302592592592591
50	240366	200	200	0.7520100000000004
50	274458	200	200	0.7533749999999995
50	308540	200	200	0.7035649999999996
50	342629	200	200	0.593345
50	376740	200	200	0.655775
50	410832	200	200	0.6840449999999998
50	444913	200	200	0.6334600000000001
50	479003	200	200	0.5979950000000003
50	513096	200	200	0.4153700000000001
50	547181	200	200	0.39347499999999996
50	581293	200	200	0.4211399999999999
50	615380	200	200	0.7135650000000001
50	649481	200	200	0.563745
50	683578	200	200	0.7359949999999997
50	717685	200	200	0.6662600000000003
50	751785	200	200	0.6397800000000001
50	785897	200	200	0.6715849999999998
50	819986	200	200	0.720335
50	854081	200	200	0.6856700000000004
50	888171	200	200	0.69548
50	922278	200	200	0.6742150000000002
50	956362	200	200	0.6481299999999999
50	990451	200	200	0.6425450000000004
50	1024538	200	200	0.6337500000000001
