node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15754	200	48	191.02999999999997
50	30825	200	29	50.635137931034485
50	45894	200	21	3.5632380952380953
50	60964	200	14	17.643428571428572
50	76035	200	25	176.00927999999996
50	91107	200	53	93.53090566037736
50	106179	200	75	111.03137333333329
50	121251	200	43	10.64367441860465
50	136315	200	25	46.29848000000001
50	151375	200	22	44.37922727272727
50	166448	200	15	98.96433333333336
50	181518	200	28	77.54539285714286
50	196589	200	29	74.72410344827588
50	211654	200	21	44.76071428571429
50	226724	200	13	96.6276153846154
50	241794	200	20	12.154300000000001
50	256863	200	22	45.12468181818181
50	271934	200	28	33.69403571428572
50	287005	200	25	69.58592000000003
50	302074	200	22	8.904818181818182
50	317144	200	29	5.305413793103449
50	332215	200	34	40.68767647058823
50	347261	200	34	22.644411764705882
50	362331	200	33	18.400212121212125
50	377403	200	30	48.12256666666665
50	392819	200	30	17.125375
50	407888	200	22	39.25754545454545
50	422948	200	17	11.226411764705881
50	438017	200	15	42.216
50	453082	200	18	15.932722222222221
