node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	14091	200	200	0.0
50	29175	200	125	0.1845759999999999
50	44262	200	138	0.16978102189781016
50	59326	200	110	0.17790909090909093
50	74399	200	86	0.15505714285714284
50	89470	200	103	0.1653300970873787
50	104552	200	47	0.15012765957446808
50	119636	200	90	0.14343333333333327
50	134713	200	89	0.1556966292134832
50	149776	200	85	0.1635287356321839
50	164859	200	91	0.13281250000000006
50	180283	200	116	0.18992241379310346
50	195547	200	90	0.15984444444444443
50	210631	200	122	0.17007377049180336
50	225713	200	111	0.16992592592592592
50	240793	200	90	0.16157777777777774
50	255872	200	85	0.16847674418604647
50	270950	200	68	0.14454411764705882
50	286008	200	115	0.16733050847457623
50	301088	200	74	0.13431081081081075
50	316171	200	94	0.1588191489361702
50	331671	200	88	0.16048863636363642
50	346750	200	124	0.16304800000000005
50	361832	200	68	0.14938235294117655
50	377460	200	110	0.1594181818181818
50	392605	200	59	0.16138983050847458
50	407673	200	127	0.17113385826771652
50	422731	200	113	0.15923008849557524
50	437773	200	140	0.16726428571428578
50	452845	200	114	0.1745263157894737
