node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34110	200	200	0.20958499999999994
50	68220	200	200	0.20879999999999999
50	102327	200	200	0.21067999999999995
50	136435	200	200	0.17835000000000015
50	170543	200	200	0.21295000000000003
50	204631	200	200	0.19537500000000005
50	238738	200	200	0.19528999999999988
50	272831	200	200	0.21551499999999998
50	306935	200	200	0.203325
50	341038	200	200	0.1791949999999999
50	375136	200	200	0.18942499999999995
50	409235	200	200	0.1787200000000001
50	443322	200	200	0.19398000000000004
50	477417	200	200	0.19410000000000013
50	511507	200	200	0.2074600000000001
50	545607	200	200	0.18182000000000006
50	579694	200	200	0.17696000000000006
50	613778	200	200	0.17852999999999994
50	647886	200	200	0.161425
50	681997	200	200	0.1856749999999999
50	716103	200	200	0.18461000000000005
50	750202	200	200	0.18613500000000008
50	784311	200	200	0.18500000000000008
50	818420	200	200	0.18535500000000002
50	852519	200	200	0.206385
50	886630	200	200	0.18544499999999997
50	920714	200	200	0.19772500000000015
50	954824	200	200	0.20349500000000004
50	988931	200	200	0.20723000000000016
50	1023043	200	200	0.19040999999999988
