node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34110	200	200	0.16710999999999993
50	68218	200	200	0.15233000000000008
50	102330	200	200	0.1484200000000001
50	136442	200	200	0.1437249999999999
50	171284	200	188	0.1569202127659575
50	206170	200	189	0.16350264550264557
50	240282	200	200	0.15613500000000002
50	274391	200	200	0.16276000000000007
50	308501	200	200	0.14892999999999998
50	342610	200	200	0.142595
50	376714	200	200	0.157505
50	410822	200	200	0.14811500000000005
50	444910	200	200	0.14383000000000004
50	479824	200	190	0.14677368421052636
50	513934	200	200	0.11203500000000002
50	548046	200	200	0.11146999999999994
50	582153	200	200	0.11285000000000002
50	617203	200	197	0.15262436548223351
50	651315	200	200	0.1477700000000001
50	685429	200	200	0.16628999999999994
50	719540	200	200	0.16065999999999994
50	753630	200	200	0.15272499999999994
50	787724	200	200	0.15633000000000002
50	821834	200	200	0.16759500000000005
50	855941	200	200	0.16413999999999998
50	890053	200	200	0.166795
50	924148	200	200	0.15955500000000009
50	958238	200	200	0.155405
50	992342	200	200	0.16248999999999994
50	1026438	200	200	0.15637000000000006
