node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	14085	200	200	0.0
50	29167	200	104	0.1885288461538462
50	44251	200	69	0.16218840579710145
50	59328	200	42	0.19128571428571423
50	74413	200	64	0.19290624999999997
50	89956	200	84	0.19857142857142857
50	105038	200	32	0.17515624999999996
50	120260	200	59	0.16915254237288144
50	135342	200	45	0.17997777777777782
50	150429	200	70	0.17888571428571418
50	165497	200	22	0.16081818181818183
50	180579	200	59	0.17289830508474582
50	196348	200	24	0.14270833333333335
50	211428	200	35	0.2066857142857143
50	226508	200	19	0.14763157894736842
50	241585	200	46	0.1535111111111111
50	257308	200	53	0.15826415094339621
50	273240	200	62	0.18754838709677427
50	288276	200	130	0.16561538461538466
50	303358	200	60	0.17091666666666666
50	318439	200	52	0.14742307692307696
50	333530	200	54	0.1591568627450981
50	348613	200	40	0.1507
50	363771	200	36	0.14776470588235296
50	378850	200	41	0.15517073170731707
50	394529	200	100	0.17345000000000005
50	409608	200	45	0.15348888888888892
50	424669	200	39	0.1569230769230769
50	439752	200	36	0.1642121212121212
50	454835	200	98	0.177265306122449
