node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34842	200	191	6.405167539267016
50	69936	200	33	3.2218484848484845
50	104365	200	195	6.14781538461538
50	139457	200	73	4.261136986301369
50	174547	200	92	5.4366956521739125
50	209619	200	87	6.140241379310343
50	244700	200	90	5.997422222222222
50	279772	200	75	4.790933333333334
50	314838	200	55	6.464763636363635
50	349919	200	78	4.815358974358976
50	384997	200	126	4.187865079365079
50	420074	200	132	5.962196969696971
50	455167	200	25	2.9925599999999997
50	490039	200	177	6.843135593220337
50	525105	200	95	5.315494736842106
50	560138	200	95	6.048000000000001
50	595231	200	34	4.623617647058824
50	630320	200	90	5.82567777777778
50	665409	200	51	5.617588235294118
50	700502	200	30	5.759033333333332
50	735577	200	189	7.3555291005291
50	770654	200	38	3.8822631578947364
50	805580	200	190	6.8049684210526316
50	840645	200	8	3.418125
50	875639	200	173	6.503826589595379
50	910722	200	63	5.765682539682539
50	945798	200	105	5.29141904761905
50	980752	200	195	6.494882051282051
50	1015800	200	87	4.3432183908046
50	1050129	200	196	6.3042193877551
