node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15082	200	0	0.0
50	30164	200	17	770.945705882353
50	45243	200	181	0.7948674033149167
50	59335	200	199	0.7668040201005027
50	74166	200	192	0.8031197916666669
50	89111	200	181	0.8004861878453036
50	103200	200	200	0.7477900000000004
50	117284	200	200	0.7403150000000005
50	131376	200	200	0.7208349999999996
50	145467	200	200	0.5764900000000003
50	160275	200	191	0.6295968586387437
50	174365	200	200	0.6863950000000003
50	189391	200	186	0.6123602150537636
50	203475	200	200	0.60391
50	217556	200	200	0.4191700000000003
50	231646	200	200	0.40060500000000004
50	246620	200	193	0.4100310880829016
50	261692	200	111	0.45623008849557545
50	276609	200	199	0.622256281407035
50	290702	200	200	0.7265350000000003
50	304790	200	200	0.684935
50	318881	200	200	0.66916
50	332971	200	200	0.6481349999999999
50	347055	200	200	0.71686
50	361141	200	200	0.69226
50	375224	200	200	0.693775
50	389893	200	199	0.677698492462312
50	403981	200	200	0.6340449999999999
50	418072	200	200	0.63347
50	433143	200	191	0.5988167539267018
