node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34092	200	200	0.20748999999999998
50	68915	200	196	0.16767346938775515
50	103438	200	198	0.16104545454545469
50	138062	200	198	0.1702020202020201
50	172156	200	196	0.1819540816326531
50	206260	200	200	0.17469
50	240670	200	198	0.17788383838383834
50	274757	200	200	0.16731
50	308848	200	200	0.18947999999999987
50	343850	200	181	0.20346961325966847
50	377967	200	200	0.14285000000000012
50	412056	200	200	0.20861000000000016
50	446167	200	200	0.193445
50	480283	200	200	0.17604
50	514395	200	200	0.19068000000000015
50	548487	200	200	0.17828
50	582575	200	200	0.18224000000000007
50	617107	200	198	0.20264141414141412
50	651204	200	200	0.17368000000000006
50	685306	200	200	0.17120500000000002
50	719405	200	200	0.18606500000000004
50	753494	200	199	0.20602010050251243
50	787595	200	200	0.20137500000000005
50	821687	200	198	0.1873282828282828
50	855784	200	200	0.1759500000000001
50	890809	200	191	0.19487958115183251
50	924912	200	200	0.17463500000000004
50	959027	200	200	0.18169499999999997
50	993116	200	200	0.17395999999999995
50	1027204	200	197	0.18723350253807108
