node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34088	200	200	6.001919999999999
50	69181	200	80	3.724425000000001
50	104021	200	196	6.310306122448977
50	139112	200	189	5.3085978835978835
50	174015	200	183	6.0038032786885305
50	209141	200	139	5.704431654676259
50	244193	200	111	5.3768738738738735
50	279203	200	164	5.242347560975609
50	314161	200	184	5.7177282608695625
50	349225	200	91	3.876736263736264
50	384312	200	166	5.672572289156624
50	419389	200	148	4.966614864864866
50	454443	200	149	5.008382550335569
50	488978	200	198	5.585964646464648
50	523993	200	194	4.104288659793814
50	558069	200	200	3.6646499999999986
50	593133	200	160	3.3056124999999987
50	628126	200	194	6.144902061855673
50	663221	200	152	4.753907894736844
50	698223	200	166	5.555536144578311
50	732781	200	197	5.938390862944164
50	767673	200	189	5.092291005291006
50	801775	200	200	4.997545
50	836866	200	139	4.494251798561155
50	870946	200	198	5.55952525252525
50	905793	200	152	5.2699342105263165
50	940874	200	112	4.405294642857144
50	975669	200	199	5.441894472361809
50	1010758	200	179	5.366480446927375
50	1045826	200	151	4.615211920529801
