node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	14089	200	200	5.941215
50	29151	200	125	3.748488000000002
50	44802	200	159	5.080547169811322
50	59879	200	180	4.217799999999999
50	74767	200	176	4.681664772727273
50	89840	200	105	4.680209523809524
50	104904	200	139	4.333748201438848
50	119918	200	160	4.06063125
50	134880	200	182	4.446829670329669
50	149950	200	147	3.528850340136055
50	165010	200	160	3.3494312500000007
50	180082	200	140	3.474935714285714
50	195122	200	146	3.4455547945205476
50	210164	200	156	3.952038461538464
50	225173	200	186	3.255940860215053
50	240231	200	161	2.643987577639751
50	255307	200	140	2.977428571428573
50	269978	200	196	5.490403061224489
50	285049	200	113	3.599699115044248
50	300102	200	155	4.5661096774193535
50	314993	200	194	4.59826288659794
50	330023	200	144	3.542604166666666
50	345097	200	101	2.63019801980198
50	360142	200	129	3.802775193798451
50	374930	200	173	4.859445086705203
50	389993	200	87	3.6118045977011493
50	405061	200	141	3.831134751773049
50	420265	200	133	3.8860526315789476
50	435333	200	163	4.065533742331289
50	450367	200	131	4.351748091603054
