node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	35067	200	47	149.9170416666666
50	70136	200	125	15.273328000000005
50	105150	200	137	16.260883211678824
50	140195	200	110	11.222625000000004
50	175456	200	106	12.208547169811315
50	210653	200	138	11.405905797101445
50	245740	200	69	30.40452173913043
50	280812	200	80	6.895271604938272
50	316253	200	69	10.531357142857145
50	351342	200	77	5.9282077922077905
50	386434	200	111	4.8829189189189215
50	421525	200	97	17.414206185567004
50	456610	200	118	22.998966101694926
50	491685	200	97	20.159432989690714
50	526738	200	97	21.038752577319585
50	561812	200	91	17.259351648351647
50	596861	200	90	13.664566666666666
50	631954	200	75	18.732173333333336
50	667032	200	87	8.275160919540227
50	702116	200	79	9.7385875
50	737196	200	99	18.946505050505053
50	772286	200	44	8.506068181818186
50	807348	200	81	7.812256097560973
50	842412	200	66	16.62292424242425
50	877505	200	81	18.498500000000003
50	912579	200	60	5.611866666666667
50	947649	200	79	7.725900000000001
50	982720	200	63	26.76168253968254
50	1017803	200	65	7.594476923076922
50	1052885	200	61	5.738770491803282
