node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15107	200	102	44.010186274509785
50	30169	200	109	40.0322110091743
50	45233	200	95	40.474042105263166
50	60137	200	148	17.79785810810812
50	75200	200	123	13.005455284552847
50	90254	200	95	26.553568421052628
50	105305	200	127	19.432377952755914
50	120204	200	154	11.327318181818175
50	135228	200	164	8.43398170731707
50	150281	200	164	5.27783536585366
50	165354	200	151	9.198258278145694
50	180426	200	124	6.110830645161291
50	195497	200	130	9.713684615384611
50	210530	200	141	5.013971631205674
50	225591	200	137	1.2851386861313874
50	240642	200	143	0.7355034965034966
50	255715	200	135	2.7075111111111125
50	270790	200	68	5.449411764705883
50	285855	200	103	19.36438834951457
50	300925	200	75	16.615173333333328
50	315998	200	93	13.326591397849462
50	331070	200	114	9.642061403508775
50	346141	200	87	5.651264367816089
50	361215	200	77	21.840194805194795
50	376229	200	126	18.563412698412698
50	391303	200	81	34.96202469135803
50	406378	200	84	7.947666666666661
50	421449	200	93	7.031655913978494
50	436522	200	78	8.41802564102564
50	451967	200	83	13.855869047619043
