node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34094	200	200	0.21380500000000002
50	68190	200	200	0.17614999999999997
50	102288	200	200	0.1763449999999999
50	136379	200	200	0.17181500000000008
50	170492	200	200	0.1836300000000001
50	204583	200	200	0.201175
50	238675	200	200	0.18249500000000013
50	272774	200	200	0.1864950000000002
50	306873	200	200	0.18067000000000008
50	340982	200	200	0.15624500000000002
50	375755	200	197	0.1755126903553299
50	409844	200	200	0.17847000000000005
50	443936	200	200	0.17208500000000002
50	478841	200	199	0.17374371859296495
50	512947	200	200	0.12880000000000003
50	547045	200	200	0.12672000000000003
50	581157	200	200	0.13181500000000004
50	615253	200	200	0.18402999999999992
50	649344	200	200	0.17469500000000007
50	683458	200	200	0.18872000000000003
50	717562	200	200	0.1790550000000001
50	751663	200	200	0.18204500000000004
50	785778	200	200	0.17869000000000007
50	820501	200	183	0.1918032786885246
50	854592	200	200	0.18468500000000002
50	888698	200	200	0.19007
50	922810	200	200	0.18349000000000007
50	956906	200	200	0.17753500000000003
50	991007	200	200	0.18460000000000001
50	1025116	200	200	0.177745
