node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	34089	200	200	0.20630999999999988
50	69139	200	183	0.19386885245901644
50	103230	200	200	0.1830099999999998
50	138157	200	198	0.1725252525252525
50	173238	200	182	0.19562087912087914
50	207345	200	200	0.18042000000000005
50	241442	200	200	0.19844499999999987
50	275552	200	200	0.19437000000000004
50	309645	200	200	0.17943000000000006
50	343740	200	200	0.16414500000000007
50	377837	200	200	0.18183999999999997
50	411923	200	200	0.16864000000000007
50	446011	200	200	0.17940000000000014
50	480825	200	183	0.1877978142076502
50	515851	200	183	0.1963879781420766
50	549940	200	200	0.18164999999999995
50	584028	200	200	0.17730999999999997
50	618832	200	195	0.1819794871794873
50	653691	200	199	0.1556080402010051
50	688731	200	188	0.17583510638297872
50	722838	200	200	0.16889000000000004
50	756926	200	200	0.17308499999999988
50	791017	200	200	0.17866500000000002
50	825111	200	200	0.17519500000000007
50	859206	200	200	0.18776999999999996
50	893305	200	200	0.17174000000000003
50	927393	200	200	0.181845
50	962432	200	191	0.19098952879581152
50	996866	200	193	0.2026424870466322
50	1030962	200	200	0.18573000000000006
