node_count	time_ms	packets_send	packets_received	rtt_avg_ms
50	15039	200	72	5.625666666666668
50	30113	200	24	2.96025
50	45182	200	76	5.52463157894737
50	60248	200	26	4.539346153846154
50	75309	200	54	5.941296296296297
50	90372	200	122	5.111073770491807
50	105442	200	26	2.5765
50	120503	200	28	6.172928571428572
50	135563	200	23	6.879695652173913
50	150633	200	39	5.627384615384615
50	165705	200	18	4.155944444444443
50	180776	200	97	5.173917525773195
50	195845	200	149	5.916107382550337
50	210914	200	27	3.091037037037037
50	225972	200	88	5.262022727272727
50	241030	200	32	3.8342499999999995
50	256091	200	45	4.872577777777778
50	271162	200	18	5.159999999999999
50	286223	200	51	5.092352941176469
50	301295	200	25	5.4455599999999995
50	316345	200	113	4.74653982300885
50	331583	200	37	5.840756756756756
50	346654	200	73	5.629876712328766
50	361725	200	20	4.96055
50	376764	200	115	5.433634782608694
50	391835	200	14	5.828642857142856
50	406906	200	85	6.128447058823528
50	421956	200	157	5.441
50	437117	200	54	5.188000000000001
50	452186	200	47	6.428106382978723
