node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	2417	10205	5749718	29767	0	0	0	0	1670753	8648	0	0	0	0	48	48	0.32212500000000005	0.66	12.06	16.18
64	2644	13381	12423343	56127	0	0	0	0	3544572	16043	0	0	0	0	63	63	0.43326984126984125	0.21	2.22	8.83
81	3305	16980	24861211	98812	0	0	0	0	6981904	27805	0	0	0	0	80	80	0.6257124999999999	0.41	1.34	5.11
100	3769	21000	44519756	158868	0	0	0	0	12350923	44105	0	0	0	0	99	99	0.8257878787878791	0.79	2.48	4.27
121	3809	25422	78432580	251483	0	0	0	0	21558851	69288	0	0	0	0	120	120	1.1385166666666666	0.55	2.04	3.35
144	4327	30284	130798074	388936	0	0	0	0	35605931	105981	0	0	0	0	143	143	1.4843216783216788	1.67	3.28	4.05
169	5290	35585	185841529	534421	0	0	0	0	50224787	144646	0	0	0	0	168	168	2.3365297619047616	1.71	3.12	4.21
196	8414	41441	119485314	454530	0	0	0	0	32080798	122349	0	0	0	0	195	194	3.2416701030927837	2.75	5.09	6.22
225	9393	47595	130025166	513950	0	0	0	0	34911596	138747	0	0	0	0	224	204	4.481882352941177	3.59	8.54	9.92
256	10958	54195	77045814	142337	0	0	0	0	20640545	38431	0	0	0	0	255	255	0.7882313725490192	2.58	11.29	13.47
289	11766	61322	117437080	195017	0	0	0	0	31479568	52405	0	0	0	0	288	280	0.9530571428571433	3.34	12.2	13.01
324	12791	68940	186137523	271869	0	0	0	0	49833734	73068	0	0	0	0	323	309	1.0132750809061493	4.12	15.93	15.89
361	14432	76993	290358184	389435	0	0	0	0	77348113	103997	0	0	0	0	360	335	1.0523283582089558	5.11	19.27	19.2
400	15763	85808	466510767	565754	0	0	0	0	123352097	149933	0	0	0	0	399	371	1.2078602150537636	7.63	26.73	25.5
441	17863	95683	691568254	804271	0	0	0	0	182045566	212439	0	0	0	0	440	413	1.3172125603864735	5.78	34.08	33.79
484	21020	106437	932445521	1052104	0	0	0	0	244619838	276894	0	0	0	0	483	409	1.302537897310513	10.29	53.73	49.56
529	24757	118072	1298092225	1420205	0	0	0	0	339315045	372376	0	0	0	0	528	452	1.4279227373068453	16.73	82.74	73.81
576	27535	130099	1781075708	1892984	0	0	0	0	464341653	495057	0	0	0	0	575	470	1.466548936170212	25.93	113.2	103.43
625	32662	145997	2425815078	2525480	0	0	0	0	630773911	658840	0	0	0	0	624	505	1.578314229249012	32.61	144.28	136.16
676	37573	193196	3651155979	3724569	0	0	0	0	947158957	969790	0	0	0	0	675	604	1.7382168874172195	49.2	187.3	180.96
729	74670	243018	4710834954	4646473	0	0	0	0	1222023088	1212881	0	0	0	0	728	394	1.7381243654822345	458.32	425.42	358.33
