node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1660	10455	3306702	18271	0	0	0	0	1611796	8483	0	0	0	0	49	49	0.18373469387755104	1.57	181.14	335.27
100	2278	21089	24429308	93501	0	0	0	0	12090644	44034	0	0	0	0	99	99	0.3526262626262627	0.32	23.05	170.74
150	2911	31729	80578856	255669	0	0	0	0	39914430	120826	0	0	0	0	149	149	0.6650402684563756	1.18	5.09	79.48
200	3565	42348	155454806	456457	0	0	0	0	77310021	218691	0	0	0	0	199	199	0.901673366834171	1.66	5.51	40.44
250	4214	52985	149558724	515968	0	0	0	0	73710351	245710	0	0	0	0	249	249	1.4626024096385537	1.62	6.45	23.02
300	4995	63644	141940135	590201	0	0	0	0	69542772	281631	0	286	0	0	299	299	1.85571237458194	2.28	9.42	18.48
350	6012	74784	136389152	665922	0	0	0	0	65489517	311469	0	1187	0	0	349	349	3.6884297994269364	3.22	5.86	11.16
400	7693	86468	136552003	759443	0	0	0	0	63641484	346461	0	7463	0	0	399	399	3.3864661654135304	3.79	8.47	10.79
450	9371	97815	159428047	880599	0	0	0	0	73360566	393966	0	8267	0	0	449	444	6.523650900900903	7.36	9.9	10.81
500	11240	109304	170809248	937443	0	13	0	0	76975704	412407	0	17400	0	0	499	497	5.7348672032193155	6.42	11.01	13.38
550	14348	121879	195772479	1070597	0	0	0	0	87958395	465750	0	24770	0	0	549	494	10.356066801619434	7.63	27.9	34.17
600	17234	134314	225844245	1192504	0	0	0	0	100211411	508535	0	31068	0	0	599	553	12.987249547920444	8.42	21.41	26.05
650	26231	146759	249369448	1252800	0	0	0	0	112769305	544577	0	20890	0	0	649	592	13.211329391891887	10.69	21.87	24.56
700	42371	158577	285084514	1359338	0	7	0	0	128616167	583963	0	23280	0	0	699	548	19.462914233576655	10.61	31.41	34.27
750	63071	170146	231442565	635615	0	0	0	0	111372729	297746	0	0	0	0	749	749	0.702522029372496	8.68	47.63	49.78
800	67596	181894	276148064	711873	0	0	0	0	133227423	335233	0	0	0	0	799	799	0.6598485607008752	9.67	47.35	54.39
850	79073	193907	330740931	824762	0	0	0	0	158894626	386138	0	0	0	0	849	849	0.6850930506478211	9.3	51.29	58.36
900	93245	208600	399891653	977180	0	0	0	0	192320518	458432	0	0	0	0	899	899	0.726573971078976	12.04	68.78	79.09
950	145391	293024	1698217886	3726368	0	0	0	0	740722843	1640076	0	0	0	0	949	949	1.0109409905163322	96.53	184.79	223.22
1000	150654	305966	2151746645	4631595	0	0	0	0	895985800	1970583	0	0	0	0	999	999	1.0391091091091098	76.52	109.06	140.69
1050	179766	342525	2266268769	4918554	0	0	0	0	923178505	2053758	0	0	0	0	1049	1045	1.1018421052631568	72.25	94.35	115.42
1100	204559	317383	1411852489	3294906	0	0	0	0	552462005	1344052	0	0	0	0	1099	880	0.9062420454545458	48.38	66.36	109.53
1150	229825	393999	318516803	1407918	0	0	0	0	128492655	664002	0	0	0	0	1149	205	0.8456878048780477	83.71	107.52	127.74
