node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1675	10463	3716837	17962	0	0	0	0	1741955	8265	0	0	0	0	49	49	0.19048979591836734	0.11	68.79	245.4
100	2292	21090	27024373	91212	0	0	0	0	12861642	42358	0	0	0	0	99	99	0.3472525252525254	0.4	8.69	119.62
150	2944	31716	89681786	253981	0	0	0	0	42697950	117889	0	0	0	0	149	149	0.6666174496644294	3.27	11.89	58.2
200	3609	42354	175661246	452466	0	0	0	0	83188431	212556	0	0	0	0	199	199	0.8903919597989949	4.05	16.41	33.62
250	4397	53016	194862871	530425	0	0	0	0	88451865	245674	0	0	0	0	249	249	1.4746746987951804	3.2	19.65	24.97
300	5273	63646	220677056	619445	0	0	0	0	93930489	281656	0	0	0	0	299	299	1.9022474916387968	5.22	7.24	14.21
350	6024	74633	260917981	709452	0	0	0	0	104687431	313177	0	1070	0	0	349	349	3.345467048710603	4.44	5.98	9.19
400	7222	85875	303473662	753859	0	0	0	0	114130302	319848	0	1750	0	0	399	399	3.3552255639097748	3.05	5.95	8.73
450	8648	97887	403521167	858400	0	0	0	0	146514361	345089	0	7254	0	0	449	449	5.415777282850779	6.21	10.3	10.53
500	11118	109956	503458300	1018387	0	0	0	0	176988436	403102	0	2547	0	0	499	499	4.962164328657309	6.89	14.64	14.44
550	13146	122688	657643730	1230157	0	0	0	0	227836846	477239	0	10414	0	0	549	542	6.8314169741697395	12.15	21.23	27.27
600	18117	135166	872284170	1610103	0	0	0	0	302999367	608825	0	10172	0	0	599	507	8.60440828402367	12.56	22.22	24.28
650	19959	147551	1066009534	1744563	0	0	0	0	365980740	644595	0	1495	0	0	649	549	8.990668488160296	12.16	35.12	31.41
700	37667	160200	1368288505	2192032	0	0	0	0	475091328	814019	0	8600	0	0	699	535	18.982887850467296	13.63	41.58	39.37
750	21079	171258	1513219558	1497239	0	0	0	0	513521226	523579	0	0	0	0	749	0	0.0	11.4	47.84	50.68
50	1604	129524	176178	741	0	0	0	0	76620	340	0	0	0	0	49	49	0.1595	71.28	153.72	144.79
100	2159	21013	4213687	10065	0	0	0	0	1460912	3496	0	0	0	0	99	99	0.17418181818181824	15.87	112.65	131.02
150	2723	31587	13099982	25134	0	0	0	0	4537116	8644	0	0	0	0	149	149	0.19018791946308727	4.12	77.01	115.8
200	3293	42151	28190347	43124	0	0	0	0	9608617	14938	0	0	0	0	199	199	0.2004723618090453	2.95	50.06	100.19
250	3855	52723	56217744	77896	0	0	0	0	19635928	27506	0	0	0	0	249	249	0.23782329317269085	4.98	32.89	85.83
300	4420	63266	94963590	122344	0	0	0	0	32622339	42862	0	0	0	0	299	299	0.24346153846153856	6.04	25.87	73.77
350	5024	73940	153490090	186376	0	0	0	0	52256026	64625	0	0	0	0	349	349	0.30283381088825184	3.0	17.67	60.15
400	5657	84601	214377675	240561	0	0	0	0	71067128	82162	0	0	0	0	399	399	0.277546365914787	8.56	17.92	51.06
450	6375	95322	300941680	334421	0	0	0	0	100259271	113555	0	0	0	0	449	449	0.31970378619153694	3.25	13.74	41.54
500	7027	106080	391728539	421043	0	0	0	0	129212835	143453	0	0	0	0	499	499	0.2945350701402806	3.81	14.21	35.01
550	7713	116795	549280414	578438	0	0	0	0	183831232	198024	0	0	0	0	549	549	0.32314207650273225	4.61	15.89	30.59
600	8553	127573	733738711	784198	0	0	0	0	249370256	270744	0	0	0	0	599	599	0.3562971619365609	6.67	19.22	28.64
650	9179	138305	923841251	945646	0	0	0	0	313907866	328969	0	0	0	0	649	649	0.3599969183359012	7.73	24.48	29.29
700	9974	149175	1184362489	1231993	0	0	0	0	407204482	429514	0	0	0	0	699	699	0.42001001430615204	7.9	26.52	30.18
750	10727	159983	1431388608	1498097	0	0	0	0	486019444	517569	0	0	0	0	749	749	0.41316822429906547	6.43	27.05	30.82
800	11439	170934	1714488400	1769072	0	0	0	0	577273060	606472	0	0	0	0	799	777	0.40862548262548276	6.63	27.08	31.36
850	12345	181831	1969424580	2081482	0	0	0	0	646370240	696172	0	0	0	0	849	782	0.4305971867007673	8.23	34.95	35.97
900	13142	192841	2412037669	2440441	0	0	0	0	807458573	830710	0	0	0	0	899	893	0.4408745800671891	8.83	36.68	38.84
950	13885	203877	2818662273	2740036	0	0	0	0	940325371	930959	0	0	0	0	949	750	0.46203600000000034	12.02	46.55	46.22
1000	14983	214813	3389756528	3341321	0	0	0	0	1149931679	1149704	0	0	0	0	999	995	0.45558090452261346	10.91	52.63	53.11
1050	17409	226203	3851263810	3652647	0	0	0	0	1293280828	1256340	0	0	0	0	1049	1048	0.3982369668246445	9.94	61.35	61.52
1100	24538	242212	4415108627	4150928	0	0	0	0	1457202080	1404396	0	0	0	0	1099	889	0.3370967741935484	15.87	105.18	92.35
1150	17903	248042	5014924072	4776796	0	0	0	0	1672989628	1618625	0	0	0	0	1149	1067	0.49071227741330764	15.25	77.24	88.91
1200	19746	276012	6154275731	5740321	0	0	0	0	2057511281	1954041	0	0	0	0	1199	356	0.4649740259740265	26.91	114.5	110.59
