node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1593	10206	6499025	30006	0	0	0	0	1868847	8720	0	0	0	0	48	48	0.3093749999999998	0.37	6.03	12.87
64	1771	13381	13850372	57027	0	0	0	0	3912583	16235	0	0	0	0	63	63	0.44590476190476186	0.33	1.22	6.96
81	1952	16978	28569279	100445	0	0	0	0	7941266	28140	0	0	0	0	80	80	0.6128125	0.83	2.3	4.79
100	2169	20994	53544277	165725	0	0	0	0	14665418	45916	0	0	0	0	99	99	0.8328181818181817	0.52	1.87	3.65
121	2411	25426	94997700	267049	0	0	0	0	25722305	73227	0	0	0	0	120	120	1.1782499999999994	1.46	4.13	4.2
144	2678	30284	159480173	411419	0	0	0	0	42878039	111673	0	0	0	0	143	143	1.4811398601398604	1.31	4.22	4.56
169	3073	35583	238846812	578706	0	0	0	0	63790867	156017	0	0	0	0	168	168	2.2280654761904763	2.56	8.31	7.08
196	3601	41427	195951257	515040	0	0	0	0	51513051	138621	0	0	0	0	195	182	3.6847802197802197	3.05	12.5	10.61
225	4072	48214	242613983	612915	0	0	0	0	63069650	164091	0	39	0	0	224	162	4.432993827160493	3.5	15.02	14.13
256	4385	55217	254605844	251678	0	0	0	0	64473501	64547	0	0	0	0	255	0	0.0	0.44	5.78	10.76
49	1587	10206	1880680	5062	0	0	0	0	516686	1420	0	0	0	0	48	48	0.19816666666666669	3.28	3.43	1.65
64	1750	13372	3674890	8579	0	0	0	0	1014750	2397	0	0	0	0	63	63	0.23001587301587303	2.61	3.68	1.94
81	1939	16973	8163071	15980	0	0	0	0	2217075	4387	0	0	0	0	80	80	0.2457875	2.27	3.76	2.17
100	2155	20989	14982132	25918	0	0	0	0	3958580	6961	0	0	0	0	99	99	0.2771212121212121	2.47	4.11	2.52
121	2385	25437	26450300	41287	0	0	0	0	6900335	10968	0	0	0	0	120	120	0.29862500000000014	4.54	5.61	3.36
144	2640	30290	43337175	62460	0	0	0	0	11138023	16364	0	0	0	0	143	143	0.346013986013986	3.47	6.01	3.88
169	2926	35583	72585313	94724	0	0	0	0	18707856	24761	0	0	0	0	168	168	0.36397023809523804	3.46	6.61	4.55
196	3229	41263	111728755	140344	0	0	0	0	28646835	36520	0	0	0	0	195	195	0.39794871794871806	9.22	8.79	5.8
225	3548	47391	165061061	198546	0	0	0	0	42080606	51222	0	0	0	0	224	224	0.4455580357142856	5.77	9.95	6.96
256	3912	53953	258544504	288559	0	0	0	0	65658056	74070	0	0	0	0	255	255	0.4635921568627448	4.11	9.56	7.6
289	4295	61003	364109021	395041	0	0	0	0	92144013	100940	0	0	0	0	288	288	0.49441666666666667	2.78	9.21	8.15
324	4682	68440	542914238	566485	0	0	0	0	137823915	144968	0	0	0	0	323	323	0.5296222910216724	4.39	11.16	9.61
361	5150	76344	727818137	739036	0	0	0	0	184091166	188169	0	0	0	0	360	360	0.5618249999999999	19.28	16.4	12.34
400	5677	84629	1014293281	1029459	0	0	0	0	255843043	261185	0	0	0	0	399	399	0.5960927318295736	2.81	12.56	12.31
441	6218	93620	1358796319	1341965	0	0	0	0	342707410	340273	0	0	0	0	440	440	0.6285340909090904	9.94	18.65	15.59
484	6835	103431	1768292962	1742284	0	0	0	0	444611058	440139	0	0	0	0	483	483	0.6576024844720495	1.85	13.98	15.39
529	7461	113448	2335623748	2296419	0	0	0	0	587175986	579648	0	0	0	0	528	528	0.6890776515151521	12.22	18.36	17.78
576	8129	124159	3045774193	3039757	0	0	0	0	765097840	766126	0	0	0	0	575	564	0.7612517730496453	11.71	30.83	24.93
625	8859	140708	4129852686	4055849	0	0	0	0	1039004454	1023691	0	0	0	0	624	590	0.8807322033898306	26.88	52.66	38.66
676	9549	146121	5222361116	5052218	0	0	0	0	1322171899	1282545	0	0	0	0	675	586	0.8248588435374158	29.97	69.94	53.58
729	10387	162535	7017128514	6713047	0	0	0	0	1784278380	1710355	0	0	0	0	728	573	0.8916317626527045	59.81	108.51	78.54
784	11195	190579	9892879066	9050656	0	0	0	0	2522506120	2311921	0	0	0	0	783	574	0.9262282229965151	79.65	149.45	110.13
841	12193	238187	14791997501	12870903	0	0	0	0	3797653572	3309438	0	0	0	0	840	320	1.0156363636363623	164.9	225.32	160.07
