node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	2157	10431	3597757	18061	0	0	0	0	1736438	8341	0	0	0	0	49	49	0.16753061224489796	0.78	118.57	269.89
100	4011	21018	26648442	93457	0	0	0	0	13066181	43867	0	0	0	0	99	99	0.337111111111111	0.62	14.9	136.07
150	4431	31585	85280538	251603	0	0	0	0	42031891	118756	0	0	0	0	149	149	0.6718187919463089	1.06	3.51	63.0
200	6170	42178	200977343	525479	0	0	0	0	99460926	251258	0	0	0	0	199	199	0.9391407035175876	1.59	3.14	30.89
250	7078	52735	275840642	721604	0	0	0	0	136557377	347612	0	279	0	0	249	249	1.6137590361445777	1.89	3.72	16.38
300	8307	63299	277309946	776912	0	0	0	0	136750375	374040	0	0	0	0	299	299	2.1934916387959884	2.31	4.62	11.7
350	10215	73990	336264683	905275	0	0	0	0	161763537	429450	0	414	0	0	349	349	3.89247277936963	2.82	5.85	11.66
400	10613	84745	398836545	1031094	0	0	0	0	190704241	489380	0	3680	0	0	399	399	3.7836741854636617	3.33	7.73	13.93
450	12332	95631	505891881	1225887	0	0	0	0	237384679	571269	0	10491	0	0	449	449	5.657229398663702	4.01	7.45	16.89
500	14550	106842	659340020	1347613	0	0	0	0	305421871	619286	0	5165	0	0	499	499	7.718727454909824	4.5	6.26	10.94
550	17151	118296	847982112	1587634	0	0	0	0	386874103	716665	0	10897	0	0	549	549	7.016617486338791	5.22	7.4	11.07
600	19588	129995	1087726436	1804751	0	0	0	0	490313290	799301	0	17410	0	0	599	597	13.993514237855953	6.28	8.96	12.9
650	21544	142486	1310696416	2157059	0	11	0	0	574431693	936182	0	20453	0	0	649	643	14.143821150855358	7.44	17.89	32.05
700	24886	154665	1312292267	2201251	0	0	0	0	574349348	943905	0	17581	0	0	699	658	21.92528115501518	5.01	11.39	20.7
750	29072	165994	1981291659	2814496	0	0	0	0	878161348	1217831	0	11366	0	0	749	712	20.617154494382007	7.02	17.98	25.83
800	32142	177340	2290867621	3188094	0	0	0	0	1012757408	1366552	0	8034	0	0	799	742	20.488994609164422	7.16	26.88	67.47
850	36388	188609	2672183111	3616291	0	7	0	0	1173370579	1529912	0	4313	0	0	849	731	19.225704514363876	17.12	21.23	37.55
900	37686	201699	2685955945	3502846	0	66	0	0	1181543256	1505803	0	3505	0	0	899	473	20.217160676532806	28.16	28.46	36.23
