node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
49	1587	10205	550137	3566	0	0	0	0	161278	1038	0	0	0	0	48	48	0.28833333333333333	16.95	24.3	20.27
64	1749	13386	965994	5481	0	0	0	0	278848	1572	0	0	0	0	63	63	0.32209523809523793	1.79	4.56	11.23
81	1936	16987	1636642	7998	0	0	0	0	462758	2266	0	0	0	0	80	80	0.3625500000000001	2.82	2.53	6.52
100	2149	21006	2778818	11681	0	0	0	0	779029	3295	0	0	0	0	99	99	0.35747474747474717	5.12	5.06	5.46
121	2407	25452	4439112	15904	0	0	0	0	1219144	4396	0	0	0	0	120	120	0.3851916666666668	4.08	4.35	4.33
144	2639	30314	7005300	22358	0	0	0	0	1921548	6140	0	0	0	0	143	143	0.5054895104895107	3.64	5.68	4.9
169	2921	35591	10633267	29481	0	0	0	0	2879342	7982	0	0	0	0	168	168	0.5573273809523807	3.7	5.9	5.28
196	3234	41425	16095578	39893	0	0	0	0	4336574	10807	0	0	0	0	195	195	0.493994871794872	2.89	7.86	7.26
225	3768	47588	23342923	53375	0	0	0	0	6266897	14451	0	0	0	0	224	224	0.6156830357142855	3.69	11.68	10.93
256	4151	54175	33710352	67775	0	0	0	0	8985004	18138	0	0	0	0	255	255	0.7223333333333329	3.24	12.7	13.73
289	4542	61275	47756642	88801	0	0	0	0	12710654	23637	0	0	0	0	288	288	0.7775312499999999	3.28	8.26	11.08
324	4995	68852	66147568	115574	0	0	0	0	17472904	30459	0	0	0	0	323	323	0.8936346749225996	4.55	11.66	13.05
361	5546	76877	89310438	145283	0	0	0	0	23546884	38532	0	0	0	0	360	360	0.9377138888888887	3.12	13.37	15.36
400	6152	85328	120796876	183074	0	0	0	0	31808170	48630	0	0	0	0	399	399	1.0554912280701758	3.67	15.48	18.24
441	6876	94323	160689376	229995	0	0	0	0	42289204	60904	0	0	0	0	440	440	1.1463363636363648	5.14	20.35	23.87
484	7630	103754	211274644	286652	0	0	0	0	55337310	75215	0	0	0	0	483	483	1.2577080745341616	4.83	22.36	29.36
529	8428	113789	273270210	353633	0	0	0	0	71510639	92715	0	0	0	0	528	528	1.2799053030303025	8.69	29.13	40.21
576	9231	124504	353365140	433059	0	0	0	0	92290866	113396	0	0	0	0	575	575	1.379773913043477	10.7	39.64	57.47
625	10176	135546	451087906	529664	0	0	0	0	117561030	137888	0	0	0	0	624	624	1.5366490384615397	13.94	53.04	77.41
676	11364	149239	580619233	683650	0	0	0	0	150905641	177428	0	0	0	0	675	675	1.3793940740740749	14.11	63.77	97.49
729	12801	246901	1340655120	1459448	0	0	0	0	347112169	379502	0	0	0	0	728	1	0.251	627.38	427.94	267.22
