node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1676	10464	3413396	17322	0	0	0	0	1623708	7984	0	0	0	0	49	49	0.18087755102040823	0.3	88.41	266.05
100	2332	21094	26047504	89376	0	0	0	0	12478164	41658	0	0	0	0	99	99	0.3604848484848485	1.54	11.36	130.39
150	3097	31726	85819020	245060	0	0	0	0	41302180	114894	0	0	0	0	149	149	0.6740536912751682	11.5	15.89	64.34
200	3920	42346	165774930	434369	0	0	0	0	79322242	205839	0	0	0	0	199	199	0.883929648241206	15.61	22.63	37.45
250	4866	53008	174660858	498887	0	0	0	0	80245248	233744	0	0	0	0	249	249	1.5545301204819286	14.57	28.31	28.1
300	5586	63654	188561390	560611	0	0	0	0	82594450	260655	0	209	0	0	299	299	1.9458795986622077	2.23	5.6	14.65
350	6728	74595	213160914	630913	0	0	0	0	87548532	285156	0	1252	0	0	349	349	3.516292263610317	2.23	4.08	9.03
400	8079	85916	241752136	670738	0	0	0	0	92864544	295360	0	491	0	0	399	399	3.508127819548873	3.06	5.97	9.12
450	10355	97536	285631230	726189	0	0	0	0	106726392	308782	0	7115	0	0	449	448	5.55061024498887	5.17	7.13	9.35
500	13515	110145	330140408	707910	0	0	0	0	117856778	293491	0	19347	0	0	499	499	5.03721442885771	8.43	12.05	13.13
550	16537	121834	385568280	846876	0	0	0	0	135435216	342810	0	6675	0	0	549	547	7.175149908592316	6.32	16.29	26.53
600	19945	134496	456604752	1000472	0	0	0	0	159574958	398243	0	4166	0	0	599	462	11.230991341991347	7.02	16.79	22.25
650	23929	146956	531564994	1134647	0	0	0	0	184463342	454247	0	4539	0	0	649	481	10.019925155925158	7.09	22.03	24.11
700	27884	158476	641226762	1292389	0	3	0	0	222227202	498331	0	7810	0	0	699	573	15.556265270506104	9.65	26.36	30.87
750	25412	169797	635340066	570673	0	0	0	0	212788112	207124	0	0	0	0	749	749	0.48118024032042733	8.64	34.97	43.87
800	29817	181628	770214868	672360	0	0	0	0	255898718	242565	0	0	0	0	799	799	0.45547058823529396	8.38	40.42	48.77
850	44865	193780	861581084	753718	0	0	0	0	277979060	266486	0	0	0	0	849	849	0.4808975265017665	15.06	65.63	64.49
900	54392	227270	1045451804	907296	0	0	0	0	344911780	326666	0	0	0	0	899	899	0.5064182424916573	20.23	103.52	99.93
950	77528	273681	1183259258	1046237	0	0	0	0	386968676	375832	0	0	0	0	949	949	0.5511306638566914	26.52	139.79	181.85
1000	90252	312779	1212129416	1096852	0	0	0	0	402356682	404679	0	0	0	0	999	998	0.5470120240480972	15.16	148.07	162.97
1050	129807	362037	1430488102	1295065	0	0	0	0	465460482	468883	0	0	0	0	1049	1048	0.599955152671756	14.17	180.57	186.0
1100	145171	414121	1503110532	1412418	0	0	0	0	481221924	511776	0	0	0	0	1099	1098	0.6701675774134799	13.03	169.93	181.61
1150	145780	451890	1640618296	1525614	0	0	0	0	531590134	567335	0	0	0	0	1149	1147	0.587464690496949	24.28	176.61	203.71
1200	170316	446621	1871150070	1732309	0	0	0	0	603923390	630285	0	0	0	0	1199	1192	0.6924907718120801	10.42	166.42	210.52
1250	198293	545177	1974215930	1853481	0	0	0	0	638484536	689290	0	0	0	0	1249	1137	0.643891036906855	33.32	249.0	272.69
1300	216850	596688	2086059862	1979525	0	0	0	0	682532818	755183	0	0	0	0	1299	1163	0.5657886597938149	27.6	247.8	299.79
1350	228693	648788	1801187542	1799825	0	0	0	0	579539334	693891	0	0	0	0	1349	845	0.5736177514792903	213.0	414.62	387.7
1400	281992	681395	2272489060	2193344	0	0	0	0	727235128	836816	0	0	0	0	1399	942	0.5412845010615712	313.69	424.59	413.71
1450	332869	607843	2607396010	2411049	0	0	0	0	848728378	909025	0	0	0	0	1449	1130	0.6321865605658705	149.22	329.7	362.7
1500	361924	712215	1445213576	1666612	0	0	0	0	470355390	693181	0	0	0	0	1499	351	0.593859154929578	464.24	510.91	459.85
