node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1602	10413	107326822	665208	0	0	0	0	53768199	333158	0	0	0	0	49	49	9.196877551020405	0.88	9.04	36.94
100	2182	21013	585428660	3819172	0	0	0	0	292923263	1910654	0	0	0	0	99	99	17.72676767676768	0.6	1.31	17.86
150	2763	31584	74303793	217928	0	0	0	0	37297757	109432	0	0	0	0	149	143	44.39316083916085	1.03	2.92	14.27
200	3307	42207	100163726	267095	0	0	0	0	50263000	134051	0	0	0	0	199	146	52.213869863013684	3.1	4.39	13.34
250	3903	53452	130250900	361290	0	0	0	0	65319741	181224	0	0	0	0	249	165	54.503709090909055	2.15	4.93	12.23
300	4513	63713	152594833	423945	0	0	0	0	76488016	212593	0	0	0	0	299	175	59.154308571428544	11.37	20.23	18.19
