node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1654	10458	329615	2035	0	0	0	0	128283	665	0	0	0	0	49	49	0.12428571428571428	17.12	294.33	391.94
100	2272	21087	1492646	5803	0	0	0	0	647918	1951	0	0	0	0	99	99	0.15416161616161614	2.39	40.62	205.03
150	2893	31719	4140094	12667	0	0	0	0	1838668	4251	0	0	0	0	149	149	0.25100671140939607	4.27	8.74	97.32
200	3522	42341	8720928	19678	0	0	0	0	4070906	7063	0	0	0	0	199	199	0.2209698492462311	2.58	9.64	50.35
250	4135	52970	16326783	31333	0	0	0	0	7756803	11612	0	0	0	0	249	249	0.2510602409638555	2.52	12.42	29.25
300	4794	63650	26898964	43760	0	0	0	0	12922246	16832	0	0	0	0	299	299	0.2746421404682273	2.97	14.49	22.15
350	5447	74451	43093958	68225	0	0	0	0	20666084	26718	0	0	0	0	349	349	0.36860171919770796	2.42	8.67	13.69
400	6082	85309	61889579	83114	0	0	0	0	30324194	34494	0	0	0	0	399	399	0.34880451127819534	6.74	15.3	13.24
450	6892	96236	87549222	113427	0	0	0	0	42611723	46341	0	0	0	0	449	449	0.42007126948775025	4.23	12.93	11.92
500	7837	107121	118581777	135570	0	0	0	0	58240615	58433	0	0	0	0	499	499	0.3879078156312627	6.17	19.72	16.41
550	89137	118128	158163892	173979	0	0	0	0	77748290	74933	0	0	0	0	549	549	0.3999781420765029	21.81	72.1	45.99
600	9800	129059	203386964	215345	0	0	0	0	99723773	92842	0	0	0	0	599	599	0.49338230383973325	7.54	26.54	28.92
650	10961	140403	256185460	263784	0	0	0	0	126603027	119287	0	0	0	0	649	649	0.4824637904468409	10.12	26.8	26.95
700	12348	151881	324125443	333105	0	0	0	0	159924532	147454	0	0	0	0	699	699	0.5581344778254651	10.64	39.46	36.87
750	14447	165702	403441848	391687	0	0	0	0	199693462	178232	0	0	0	0	749	749	0.5909639519359146	9.76	42.72	43.52
800	35615	179447	497620335	462170	0	0	0	0	247286509	213324	0	0	0	0	799	799	0.5369011264080102	7.62	43.78	50.4
850	56065	192655	599161786	544271	0	0	0	0	298106329	251560	0	0	0	0	849	849	0.6134687868080088	8.16	46.34	52.46
900	76635	205081	712977946	633852	0	0	0	0	354756154	294594	0	0	0	0	899	899	0.3433503893214684	6.69	66.29	71.26
950	96839	333578	1097524933	1233829	0	0	0	0	470374318	533419	0	0	0	0	949	7	0.145375	446.18	414.93	266.82
