node_count	software_startup_ms	traffic_ms	rx_bytes	rx_packets	rx_errors	rx_dropped	rx_overrun	rx_mcast	tx_bytes	tx_packets	tx_errors	tx_dropped	tx_carrier	tx_collsns	packets_send	packets_received	rtt_avg_ms	load1	load5	load15
50	1673	10457	3104020	15962	0	0	0	0	1503168	7226	0	0	0	0	49	49	0.30483673469387756	5.32	232.83	363.48
100	2301	21082	23468388	84748	0	0	0	0	11591378	39541	0	0	0	0	99	99	0.5912020202020203	0.62	30.58	187.1
150	2981	31713	77709054	237567	0	0	0	0	38460932	111388	0	0	0	0	149	149	1.1878255033557046	1.89	6.67	87.96
200	3667	42342	148034266	419709	0	0	0	0	73480972	199690	0	0	0	0	199	199	1.5793517587939696	1.37	7.11	45.08
250	4481	53001	133656438	470463	0	0	0	0	65533558	221957	0	0	0	0	249	249	2.6785502008032114	1.33	8.78	25.96
300	5268	63697	110354600	554424	0	0	0	0	50515044	247114	0	0	0	0	299	299	3.419836120401338	4.45	13.18	20.86
350	6265	74792	104010854	662413	0	0	0	0	43727188	274780	0	2234	0	0	349	313	5.638597444089462	1.64	6.18	12.04
400	7399	86334	101769334	740011	0	0	0	0	40054038	294445	0	1410	0	0	399	390	5.977020512820516	1.85	9.76	11.45
450	8617	97751	109845306	825021	0	0	0	0	42518178	321229	0	10357	0	0	449	361	8.829038781163431	3.7	8.59	10.41
500	10152	110186	113739326	918681	0	57	0	0	42788014	354303	0	15786	0	0	499	440	8.28145	1.47	11.37	13.74
550	12305	121443	110093286	935785	0	0	0	0	40524984	357596	0	14647	0	0	549	434	11.20229493087558	2.71	38.83	37.82
600	14043	132803	120624458	1052841	0	18	0	0	43080924	393040	0	14613	0	0	599	388	11.644381443298968	4.7	16.95	24.83
650	16554	145153	118145272	1064418	0	0	0	0	43097352	405944	0	13206	0	0	649	478	12.705937238493732	2.31	14.05	21.77
700	19228	157633	128665412	1163188	0	16	0	0	46904082	443097	0	16745	0	0	699	320	15.567171874999996	3.91	19.3	29.12
