time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13025	50	169	200	20	2000	0
26047	50	143	200	32	2000	0
39382	50	149	200	28	2000	0
52408	50	142	200	26	2001	0
65440	50	173	200	29	2000	0
78466	50	180	200	21	2000	0
91496	50	174	200	20	2000	0
104520	50	90	200	28	2000	0
117542	50	155	200	21	2000	0
130568	50	140	200	21	2000	0
143593	50	75	200	24	2000	0
156618	50	141	200	19	2000	0
169651	50	144	200	23	2000	0
182678	50	143	200	30	2000	0
195703	50	143	200	29	2000	0
208731	50	65	200	31	2000	0
221760	50	66	200	26	2000	0
234788	50	70	200	27	2000	0
247814	50	165	200	23	2000	0
260846	50	160	200	20	2000	0
273878	50	192	200	22	2001	0
286919	50	164	200	25	2000	0
299967	50	174	200	29	2000	0
312998	50	151	200	21	2001	0
326029	50	168	200	24	2000	0
339062	50	191	200	28	2000	0
352094	50	180	200	30	2000	0
365127	50	182	200	25	2000	0
378158	50	189	200	28	2000	0
391182	50	193	200	19	2000	0
