time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32077	50	0	148	148	0
64147	50	0	122	121	0
97064	50	0	129	126	0
129691	50	0	134	116	0
161761	50	0	43	43	0
193828	50	0	132	132	0
225908	50	0	139	134	0
257999	50	0	94	94	0
290057	50	0	45	45	0
322804	50	0	129	124	0
355174	50	0	123	118	0
388180	50	0	133	124	0
420507	50	0	125	122	0
452585	50	0	141	140	0
484667	50	0	159	158	0
516745	50	0	155	150	0
548832	50	0	136	136	0
580913	50	0	146	146	0
613000	50	0	149	148	0
645080	50	0	155	152	0
677161	50	0	143	141	0
709793	50	0	165	160	0
741864	50	0	159	159	0
773935	50	0	139	138	0
805966	50	0	154	152	0
838040	50	0	160	160	0
870121	50	0	159	159	0
902205	50	0	164	163	0
934271	50	0	167	166	0
967150	50	0	170	169	0
