time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32081	50	148	200	148	2001	0
64167	50	143	200	143	2001	0
96249	50	148	200	148	2000	0
128336	50	141	200	141	2001	0
160420	50	155	200	155	2000	0
192506	50	167	200	167	2000	0
224593	50	156	200	156	2000	0
256673	50	167	200	167	2001	0
288759	50	153	200	153	2000	0
320850	50	153	200	153	2000	0
352936	50	158	200	158	2001	0
385244	50	153	200	153	2000	0
417332	50	158	200	158	2000	0
449417	50	156	200	156	2000	0
481503	50	154	200	154	2000	0
513589	50	151	200	151	2001	0
545668	50	143	200	143	2000	0
577736	50	157	200	157	2000	0
609817	50	150	200	150	2000	0
641899	50	141	200	141	2000	0
673986	50	153	200	153	2000	0
706068	50	150	200	150	2000	0
738153	50	152	200	152	2000	0
770234	50	151	200	151	2000	0
802318	50	160	200	160	2000	0
834402	50	163	200	163	2000	0
866486	50	155	200	155	2000	0
898573	50	159	200	159	2000	0
930657	50	173	200	173	2001	0
962727	50	149	200	149	2000	0
