time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
12060	50	169	200	17	2000	0
24955	50	150	200	101	2000	0
38092	50	157	200	111	2000	0
51824	50	157	200	54	2000	0
65030	50	73	200	52	2000	0
78083	50	153	200	42	2001	0
91127	50	161	200	63	2001	0
104160	50	129	200	67	2000	0
117198	50	64	200	56	2000	0
130196	50	155	200	60	2000	0
143539	50	147	200	97	2000	0
157053	50	158	200	81	2000	0
170081	50	150	200	94	2000	0
183050	50	171	200	106	2000	0
196091	50	182	200	114	2000	0
209139	50	182	200	118	2000	0
222184	50	161	200	68	2000	0
235224	50	171	200	95	2000	0
248391	50	171	200	67	2000	0
261640	50	175	200	118	2000	0
275075	50	165	200	79	2000	0
288112	50	188	200	114	2001	0
301132	50	186	200	132	2000	0
314139	50	162	200	107	2000	0
327187	50	186	200	107	2000	0
340207	50	188	200	131	2000	0
353475	50	192	200	109	2000	0
366783	50	191	200	125	2000	0
379826	50	189	200	108	2000	0
392837	50	193	200	142	2000	0
