time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
34943	50	0	148	30	87
68936	50	0	122	66	90
105237	50	0	129	65	91
139643	50	0	134	46	59
172671	50	0	43	15	31
206567	50	0	132	38	44
241103	50	0	139	51	62
274142	50	0	94	28	57
307113	50	0	45	20	3
342229	50	0	129	50	68
376698	50	0	123	58	49
412313	50	0	133	59	62
447732	50	0	125	36	77
481158	50	0	141	63	34
516360	50	0	159	76	27
558228	50	0	155	57	131
592722	50	0	136	12	202
626844	50	0	146	51	59
663399	50	0	149	26	64
702418	50	0	155	50	33
739218	50	0	143	53	54
780465	50	0	165	55	57
815184	50	0	159	55	40
856136	50	0	139	39	150
894425	50	0	154	39	41
929235	50	0	160	44	41
964940	50	0	159	49	58
999268	50	0	164	46	34
1038666	50	0	167	48	47
1074015	50	0	170	66	35
