time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32946	50	0	128	107	2
64995	50	0	110	110	2
97042	50	0	120	120	1
129060	50	0	112	112	2
161097	50	0	129	129	2
193135	50	0	145	145	2
225188	50	0	136	136	1
257238	50	0	140	140	1
289287	50	0	130	130	2
321327	50	0	131	131	2
353368	50	0	135	135	1
385436	50	0	127	127	2
417478	50	0	133	133	2
449525	50	0	127	127	2
481573	50	0	121	121	2
513632	50	0	119	119	2
545680	50	0	118	118	1
577701	50	0	131	131	2
609747	50	0	125	125	1
641771	50	0	114	114	1
673834	50	0	130	130	1
705895	50	0	117	117	1
737946	50	0	126	126	1
770017	50	0	127	127	2
802040	50	0	135	135	2
834094	50	0	138	138	2
866154	50	0	125	125	1
898208	50	0	137	137	2
930273	50	0	142	142	2
962340	50	0	131	131	1
