time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
12883	50	0	149	56	0
25912	50	0	111	76	0
38925	50	0	121	81	0
51917	50	0	116	55	0
65100	50	0	144	78	0
78135	50	0	159	88	0
91159	50	0	154	88	0
104171	50	0	62	46	0
117761	50	0	134	41	0
131137	50	0	119	42	0
144027	50	0	51	27	0
157023	50	0	122	109	0
170052	50	0	121	93	0
183078	50	0	113	77	0
196165	50	0	114	83	0
208867	50	0	34	28	0
221759	50	0	40	21	0
234766	50	0	43	28	0
248133	50	0	142	53	0
261165	50	0	140	71	0
274127	50	0	170	83	0
287103	50	0	139	82	0
300084	50	0	145	64	0
313101	50	0	130	67	0
326121	50	0	144	36	0
339159	50	0	163	57	0
352166	50	0	150	88	0
365152	50	0	157	87	0
378176	50	0	161	76	0
391256	50	0	174	93	0
