time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13026	50	148	200	20	2000	0
26625	50	143	200	33	2000	0
39660	50	148	200	28	2000	0
52688	50	141	200	29	2001	0
65717	50	155	200	26	2000	0
78739	50	167	200	22	2000	0
91766	50	156	200	20	2000	0
104797	50	167	200	27	2000	0
117827	50	153	200	23	2000	0
130859	50	153	200	22	2001	0
144068	50	158	200	23	2001	0
157100	50	153	200	26	2000	0
170121	50	158	200	25	2000	0
183150	50	156	200	29	2000	0
196306	50	154	200	33	2000	0
209326	50	151	200	32	2000	0
222358	50	143	200	25	2000	0
235391	50	157	200	26	2000	0
248421	50	150	200	25	2000	0
261460	50	141	200	27	2000	0
274490	50	153	200	23	2000	0
287519	50	150	200	33	2000	0
300552	50	152	200	26	2000	0
313584	50	151	200	24	2000	0
326615	50	160	200	25	2001	0
339648	50	163	200	25	2000	0
352674	50	155	200	30	2000	0
365699	50	159	200	22	2000	0
378724	50	173	200	31	2000	0
391754	50	149	200	18	2000	0
