time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13006	50	0	148	25	0
26175	50	0	122	47	0
39190	50	0	129	45	0
52188	50	0	134	28	0
65191	50	0	43	18	0
78340	50	0	132	19	0
91370	50	0	139	19	0
104366	50	0	94	18	0
117362	50	0	45	25	0
130349	50	0	129	44	0
143377	50	0	123	48	0
157360	50	0	133	39	0
170372	50	0	125	41	0
183366	50	0	141	24	0
196400	50	0	159	69	0
209434	50	0	155	42	0
222468	50	0	136	32	0
235503	50	0	146	37	0
248534	50	0	149	43	0
261567	50	0	155	48	0
274762	50	0	143	45	0
287793	50	0	165	58	0
301066	50	0	159	88	0
314309	50	0	139	54	0
327372	50	0	154	29	0
340348	50	0	160	82	0
353370	50	0	159	39	0
366404	50	0	164	76	0
379439	50	0	167	61	0
392434	50	0	170	106	0
