time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
22245	20	100	100	29	1002	0
44280	20	100	100	29	1008	0
66305	20	100	100	24	1000	0
88329	20	100	100	36	1000	0
110355	20	100	100	22	1000	0
132385	20	100	100	26	1000	0
154416	20	100	100	26	1000	0
176738	20	100	100	13	1001	0
198761	20	100	100	18	1000	0
221216	20	100	100	39	1001	0
243247	20	100	100	30	1000	0
265276	20	100	100	27	1000	0
287308	20	100	100	28	1003	0
309352	20	100	100	28	1009	0
331381	20	100	100	28	1000	0
353414	20	100	100	21	1000	0
375443	20	100	100	24	1000	0
397483	20	100	100	29	1005	0
419950	20	100	100	23	1000	0
442202	20	100	100	34	1000	0
