time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33063	50	148	200	148	2000	7
66140	50	143	200	105	2005	17
99210	50	148	200	68	2000	20
132289	50	141	200	57	2001	19
165361	50	155	200	100	2000	47
198392	50	167	200	139	2000	24
231457	50	156	200	138	2000	27
264535	50	167	200	141	2006	11
297618	50	153	200	144	2012	13
330691	50	153	200	123	2003	32
363688	50	158	200	152	2002	10
396808	50	153	200	145	2019	28
429905	50	158	200	143	2012	17
462982	50	156	200	144	2000	22
496069	50	154	200	107	2000	21
529207	50	151	200	125	2038	21
562260	50	143	200	130	2000	28
595325	50	157	200	146	2000	30
628395	50	150	200	119	2000	18
661543	50	141	200	75	2000	22
695052	50	153	200	102	2016	114
728178	50	150	200	107	2000	98
761249	50	152	200	113	2001	33
794336	50	151	200	122	2000	22
827417	50	160	200	76	2000	52
860493	50	163	200	69	2000	67
893580	50	155	200	70	2016	156
926661	50	159	200	108	2006	66
959740	50	173	200	109	2001	61
993575	50	149	200	115	2000	105
