time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
35049	50	169	200	62	3987	107
68674	50	143	200	103	2584	21
102024	50	149	200	110	2286	24
135428	50	142	200	82	2305	10
169522	50	173	200	99	3026	38
202748	50	180	200	109	2142	19
236296	50	174	200	117	2479	23
269552	50	90	200	60	2192	1
302971	50	155	200	56	2347	7
336694	50	140	200	65	2303	20
370195	50	75	200	55	2442	3
403837	50	141	200	92	2191	23
437055	50	144	200	106	2182	17
470204	50	143	200	108	2097	14
503903	50	143	200	103	2631	25
537031	50	65	200	50	2056	0
570307	50	66	200	49	2208	3
604175	50	70	200	52	2812	1
637794	50	165	200	103	2578	30
670881	50	160	200	116	2025	18
704341	50	192	200	109	2384	16
738398	50	164	200	94	2993	20
773638	50	174	200	88	4185	13
807273	50	151	200	75	2589	21
840616	50	168	200	60	2288	8
874314	50	191	200	71	2646	14
907814	50	180	200	82	2413	7
941050	50	182	200	83	2124	11
977240	50	189	200	97	5104	28
1011862	50	193	200	67	2815	20
