time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33260	50	169	200	89	2075	120
66318	50	150	200	26	2000	31
99388	50	157	200	23	2000	4
132449	50	157	200	20	2000	46
165720	50	73	200	20	2000	36
198789	50	153	200	14	2000	3
231861	50	161	200	30	2000	184
264953	50	129	200	33	2000	53
298015	50	64	200	17	2000	3
331079	50	155	200	27	2000	101
364135	50	147	200	60	2000	42
397507	50	158	200	27	2276	41
430562	50	150	200	33	2000	66
463632	50	171	200	44	2000	67
496710	50	182	200	41	2000	121
530131	50	182	200	24	2346	74
563272	50	161	200	44	2000	92
596408	50	171	200	40	2000	50
629493	50	171	200	50	2000	116
662733	50	175	200	37	2128	118
695821	50	165	200	59	2000	205
728903	50	188	200	43	2000	46
761981	50	186	200	46	2000	45
795041	50	162	200	32	2000	102
828110	50	186	200	34	2000	21
861185	50	188	200	37	2000	84
894434	50	192	200	50	2178	147
927637	50	191	200	63	2000	122
960844	50	189	200	37	2000	65
993927	50	193	200	38	2000	62
