time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33024	50	169	200	151	2000	1
66027	50	143	200	143	2000	1
99031	50	149	200	149	2000	1
132061	50	142	200	140	2001	2
165082	50	173	200	173	2000	1
197861	50	180	200	180	2000	2
230811	50	174	200	174	2002	1
263849	50	90	200	90	2000	1
296996	50	155	200	141	2000	2
330034	50	140	200	137	2001	2
363054	50	75	200	75	2001	1
396062	50	141	200	141	2005	2
429039	50	144	200	144	2000	2
462084	50	143	200	143	2000	1
495071	50	143	200	143	2000	1
528103	50	65	200	65	2000	1
561199	50	66	200	66	2000	0
594244	50	70	200	70	2000	1
627214	50	165	200	165	2000	2
660189	50	160	200	160	2000	2
693212	50	192	200	189	2000	2
726222	50	164	200	164	2000	1
759031	50	174	200	174	2001	1
792036	50	151	200	151	2000	2
825048	50	168	200	168	2000	1
857927	50	191	200	183	2000	1
890716	50	180	200	180	2000	2
923495	50	182	200	181	2000	2
956447	50	189	200	189	2000	2
989173	50	193	200	193	2000	2
