time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32084	50	169	200	169	2000	0
64152	50	150	200	150	2000	0
96239	50	157	200	157	2000	0
128473	50	157	200	149	2000	0
161479	50	73	200	73	2000	0
194497	50	153	200	149	2000	0
226609	50	161	200	161	2001	0
258694	50	129	200	129	2000	0
290785	50	64	200	64	2000	0
322909	50	155	200	151	2033	0
354993	50	147	200	147	2000	0
387603	50	158	200	154	2001	0
419687	50	150	200	150	2000	0
451774	50	171	200	169	2000	0
483863	50	182	200	180	2000	0
515950	50	182	200	181	2000	0
548032	50	161	200	161	2000	0
580119	50	171	200	171	2000	0
612203	50	171	200	171	2000	0
644289	50	175	200	175	2000	0
676374	50	165	200	165	2000	0
708466	50	188	200	188	2000	0
740552	50	186	200	186	2000	0
772635	50	162	200	162	2000	0
804725	50	186	200	186	2001	0
836815	50	188	200	188	2000	0
868895	50	192	200	192	2000	0
900965	50	191	200	191	2001	0
933054	50	189	200	189	2000	0
965141	50	193	200	193	2000	0
