time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13031	50	0	128	0	0
26058	50	0	110	0	0
39087	50	0	120	0	0
52117	50	0	112	0	0
65150	50	0	129	0	0
78183	50	0	145	0	0
91214	50	0	136	0	0
104246	50	0	140	0	0
117279	50	0	130	0	0
130312	50	0	131	0	0
143345	50	0	135	0	0
156377	50	0	127	0	0
169412	50	0	133	0	0
182442	50	0	127	0	0
195472	50	0	121	0	0
208505	50	0	119	0	0
221534	50	0	118	0	0
234565	50	0	131	0	0
247595	50	0	125	0	0
260623	50	0	114	0	0
273655	50	0	130	0	0
286683	50	0	117	0	0
299714	50	0	126	0	0
312747	50	0	127	0	0
325779	50	0	135	0	0
338803	50	0	138	0	0
351833	50	0	125	0	0
364866	50	0	137	0	0
377897	50	0	142	0	0
390929	50	0	131	0	0
