time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
12904	50	169	200	58	2000	0
25940	50	143	200	101	2000	0
38977	50	149	200	112	2000	0
52002	50	142	200	59	2001	0
65639	50	173	200	94	2000	0
78692	50	180	200	117	2000	0
91729	50	174	200	106	2000	0
104773	50	90	200	72	2000	0
117820	50	155	200	61	2000	0
130864	50	140	200	63	2000	0
143857	50	75	200	53	2000	0
156886	50	141	200	129	2001	0
169921	50	144	200	112	2000	0
183656	50	143	200	107	2001	0
196697	50	143	200	112	2000	0
209718	50	65	200	54	2000	0
222611	50	66	200	48	2000	0
235630	50	70	200	54	2000	0
248698	50	165	200	68	2000	0
261757	50	160	200	82	2000	0
274780	50	192	200	90	2000	0
287780	50	164	200	111	2000	0
301155	50	174	200	96	2000	0
314305	50	151	200	103	2001	0
327339	50	168	200	65	2001	0
340726	50	191	200	124	2000	0
353760	50	180	200	120	2001	0
366789	50	182	200	117	2000	0
379826	50	189	200	116	2000	0
392859	50	193	200	102	2001	0
