time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32083	50	169	200	169	2000	0
65322	50	150	200	150	2000	0
98328	50	157	200	157	2000	0
131344	50	157	200	157	2000	0
164457	50	73	200	73	2000	0
197505	50	153	200	153	2000	0
230285	50	161	200	161	2000	0
263332	50	129	200	129	2000	0
296387	50	64	200	64	2000	0
329375	50	155	200	155	2000	0
362411	50	147	200	147	2000	0
395385	50	158	200	158	2000	0
428275	50	150	200	150	2000	0
461184	50	171	200	171	2000	0
493918	50	182	200	182	2000	0
526548	50	182	200	182	2000	0
559519	50	161	200	161	2000	0
592518	50	171	200	171	2000	0
625609	50	171	200	171	2000	0
658141	50	175	200	175	2000	0
690851	50	165	200	165	2000	0
723779	50	188	200	188	2000	0
755876	50	186	200	186	2000	0
789038	50	162	200	162	2000	0
822074	50	186	200	186	2000	0
854735	50	188	200	188	2000	0
886828	50	192	200	192	2000	0
918921	50	191	200	191	2000	0
951006	50	189	200	189	2000	0
983125	50	193	200	193	2021	0
