time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13284	50	148	200	56	2000	0
25350	50	143	200	143	2000	0
37415	50	148	200	148	2000	0
49478	50	141	200	141	2000	0
61543	50	155	200	154	2000	0
73608	50	167	200	167	2000	0
85671	50	156	200	156	2000	0
97738	50	167	200	167	2000	0
109803	50	153	200	152	2000	0
121871	50	153	200	153	2001	0
133927	50	158	200	157	2000	0
146209	50	153	200	153	2001	0
158271	50	158	200	158	2000	0
170336	50	156	200	156	2000	0
182401	50	154	200	154	2000	0
194457	50	151	200	151	2000	0
207310	50	143	200	142	2000	0
220330	50	157	200	157	2000	0
233084	50	150	200	150	2000	0
246087	50	141	200	141	2000	0
258160	50	153	200	153	2000	0
270224	50	150	200	150	2000	0
282290	50	152	200	142	2001	0
294357	50	151	200	151	2000	0
306421	50	160	200	160	2001	0
318487	50	163	200	163	2000	0
330549	50	155	200	155	2000	0
342615	50	159	200	159	2001	0
354678	50	173	200	173	2000	0
366743	50	149	200	149	2000	0
