time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32083	50	148	200	148	2000	0
64166	50	143	200	143	2000	0
96238	50	148	200	148	2000	0
128321	50	141	200	141	2001	0
160390	50	155	200	155	2001	0
192475	50	167	200	167	2000	0
224529	50	156	200	156	2000	0
256570	50	167	200	167	2000	0
288655	50	153	200	153	2001	0
320741	50	153	200	153	2000	0
352827	50	158	200	158	2000	0
385112	50	153	200	153	2000	0
417196	50	158	200	158	2000	0
449265	50	156	200	156	2000	0
481350	50	154	200	154	2000	0
513436	50	151	200	151	2000	0
546305	50	143	200	143	2001	0
579333	50	157	200	157	2001	0
612068	50	150	200	150	2000	0
644134	50	141	200	141	2000	0
676186	50	153	200	153	2000	0
708265	50	150	200	150	2000	0
740311	50	152	200	152	2000	0
772355	50	151	200	151	2000	0
804424	50	160	200	160	2001	0
836505	50	163	200	163	2000	0
868573	50	155	200	155	2000	0
900658	50	159	200	159	2000	0
932743	50	173	200	173	2001	0
964826	50	149	200	149	2000	0
