time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
12751	50	169	200	54	2000	0
25993	50	150	200	82	2000	0
39025	50	157	200	76	2000	0
52228	50	157	200	52	2000	0
65602	50	73	200	49	2000	0
78912	50	153	200	48	2000	0
92108	50	161	200	37	2000	0
105156	50	129	200	57	2000	0
118213	50	64	200	47	2001	0
131709	50	155	200	70	2000	0
144963	50	147	200	73	2000	0
158146	50	158	200	49	2001	0
171267	50	150	200	59	2000	0
184490	50	171	200	60	2000	0
197823	50	182	200	88	2000	0
211138	50	182	200	73	2000	0
224187	50	161	200	60	2000	0
237255	50	171	200	63	2000	0
250277	50	171	200	51	2000	0
263329	50	175	200	85	2000	0
276797	50	165	200	73	2000	0
290051	50	188	200	85	2000	0
303056	50	186	200	97	2000	0
316079	50	162	200	73	2000	0
329125	50	186	200	72	2000	0
342146	50	188	200	95	2000	0
355211	50	192	200	73	2001	0
368257	50	191	200	78	2000	0
381306	50	189	200	100	2000	0
394356	50	193	200	123	2000	0
