time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32081	50	169	200	169	2000	0
64166	50	150	200	150	2000	0
96249	50	157	200	157	2000	0
128333	50	157	200	157	2001	0
160417	50	73	200	73	2000	0
192495	50	153	200	153	2000	0
224580	50	161	200	161	2001	0
256659	50	129	200	129	2000	0
288731	50	64	200	64	2000	0
321533	50	155	200	155	2000	0
353621	50	147	200	147	2001	0
385712	50	158	200	158	2000	0
417804	50	150	200	150	2000	0
449889	50	171	200	171	2000	0
481976	50	182	200	182	2000	0
514066	50	182	200	182	2000	0
546149	50	161	200	161	2001	0
578268	50	171	200	171	2000	0
610352	50	171	200	171	2000	0
642444	50	175	200	175	2001	0
674540	50	165	200	165	2000	0
706628	50	188	200	188	2000	0
738715	50	186	200	186	2000	0
770804	50	162	200	162	2000	0
802892	50	186	200	186	2000	0
834974	50	188	200	188	2000	0
867060	50	192	200	192	2001	0
899145	50	191	200	191	2000	0
931231	50	189	200	189	2000	0
963303	50	193	200	193	2000	0
