time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13429	50	148	200	20	2001	0
26466	50	143	200	33	2000	0
39511	50	148	200	28	2000	0
52555	50	141	200	29	2000	0
65603	50	155	200	26	2000	0
78650	50	167	200	22	2000	0
91697	50	156	200	20	2000	0
104743	50	167	200	27	2001	0
117793	50	153	200	23	2000	0
130840	50	153	200	22	2000	0
143888	50	158	200	23	2000	0
156941	50	153	200	26	2001	0
170356	50	158	200	25	2000	0
183400	50	156	200	29	2000	0
196447	50	154	200	33	2000	0
209494	50	151	200	32	2000	0
222544	50	143	200	25	2000	0
235592	50	157	200	26	2001	0
248638	50	150	200	25	2000	0
261684	50	141	200	27	2000	0
274731	50	153	200	23	2000	0
287779	50	150	200	33	2000	0
300830	50	152	200	26	2001	0
313878	50	151	200	24	2000	0
326939	50	160	200	25	2008	0
339984	50	163	200	25	2000	0
353031	50	155	200	30	2000	0
366065	50	159	200	22	2000	0
379112	50	173	200	31	2000	0
392161	50	149	200	18	2000	0
