time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13032	50	169	200	21	2000	0
26056	50	150	200	124	2001	0
39487	50	157	200	56	2000	0
52558	50	157	200	49	2000	0
65797	50	73	200	42	2000	0
78862	50	153	200	36	2000	0
91903	50	161	200	35	2000	0
104922	50	129	200	46	2000	0
117945	50	64	200	36	2000	0
130981	50	155	200	42	2001	0
144024	50	147	200	65	2001	0
157629	50	158	200	44	2001	0
170884	50	150	200	61	2000	0
183943	50	171	200	85	2000	0
196987	50	182	200	69	2000	0
210018	50	182	200	83	2000	0
223049	50	161	200	46	2001	0
236296	50	171	200	36	2000	0
249310	50	171	200	52	2000	0
262905	50	175	200	84	2000	0
275951	50	165	200	63	2000	0
289166	50	188	200	72	2000	0
302779	50	186	200	98	2000	0
315910	50	162	200	72	2000	0
328936	50	186	200	70	2001	0
341898	50	188	200	106	2000	0
355204	50	192	200	59	2000	0
368578	50	191	200	70	2000	0
381604	50	189	200	85	2001	0
394760	50	193	200	83	2000	0
