time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33062	50	148	200	20	2001	0
66119	50	143	200	33	2000	0
99184	50	148	200	28	2000	0
132251	50	141	200	29	2000	0
165623	50	155	200	26	2000	0
198698	50	167	200	22	2000	0
231769	50	156	200	20	2000	0
264836	50	167	200	27	2000	0
297904	50	153	200	23	2000	0
330968	50	153	200	22	2000	0
364840	50	158	200	23	2000	0
397915	50	153	200	26	2000	0
430975	50	158	200	25	2001	0
464047	50	156	200	29	2000	0
497094	50	154	200	33	2000	0
530163	50	151	200	32	2001	0
563520	50	143	200	25	2000	0
596584	50	157	200	26	2000	0
629650	50	150	200	25	2001	0
662717	50	141	200	27	2000	0
695785	50	153	200	23	2000	0
728854	50	150	200	33	2000	0
761924	50	152	200	26	2001	0
795001	50	151	200	24	2001	0
828067	50	160	200	25	2000	0
861290	50	163	200	25	2000	0
894531	50	155	200	30	2000	0
927595	50	159	200	22	2000	0
960662	50	173	200	31	2001	0
993734	50	149	200	18	2000	0
