time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32064	50	0	128	128	0
64127	50	0	110	110	0
96188	50	0	120	120	0
128255	50	0	112	112	0
160306	50	0	129	125	0
192377	50	0	145	145	0
224454	50	0	136	136	0
256527	50	0	140	140	0
288595	50	0	130	130	0
320665	50	0	131	131	0
352732	50	0	135	135	0
384807	50	0	127	127	0
416864	50	0	133	133	0
448950	50	0	127	127	0
481018	50	0	121	121	0
513081	50	0	119	119	0
545165	50	0	118	118	0
577233	50	0	131	131	0
609298	50	0	125	125	0
641364	50	0	114	114	0
673410	50	0	130	130	0
705474	50	0	117	117	0
737548	50	0	126	126	0
769619	50	0	127	127	0
801689	50	0	135	135	0
833767	50	0	138	138	0
865839	50	0	125	125	0
897923	50	0	137	137	0
929991	50	0	142	142	0
962057	50	0	131	131	0
